bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
29351,22882,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,232,10,,,,,,,4332,5,,,,,,,,,,,3586,34,,,321,44,118,2,,,,,96,27,,,,,568,42,,,,,,,,,,,,,,,,,,,,,,,275,7,,,,,,,,,,,41,27,22,5,,,,,,,,,,,,,,,,,160,53,,,,,,,,,,,,,28,35,,,,,,,,,,,,,,,,,213,1,69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,24,,,,,,,,,,,,,,,,,,,,,,,,,907,6,,,,,,,,,,,,,10000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,39,,,,,,,,,,,,,,,,,,,,,,,,,,,845,1,,,,,,,,,596,6,,,,,,,,,,,,,,,,,,,,,,,111,39
13,22875,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,8,,,,,,,139,16,,,3,9,37,24,1626,18,,,,,,,53,10,,,10181,9,4,30,2837,7,,,13,3,,,55,31,,,8,2,924,27,,,,,,,,,,,,,2,4,,,,,,,,,953,4,,,,,,,,,,,113,16,,,7,1,,,,,,,,,,,,,337,30,1993,11,,,,,,,,,,,,,76,15,,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970,9,9,9,59,14,,,,,,,,,,,,,,,,,,,,,260,23,,,,,489,13,,,,,54,9,786,17,,,,,,,,,,,,,,,,,,,,,26,13,44,9,,,,,65,9,,,,,192,11,,,,,,,,,,,,,,,,,,,,,35,20,,,,,,,,,,,,,,,24,19,,,,,,,,,,,,,,,,,,,,,,,418,20
463,21777,13,6,6,10,3,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,46,15,,,,,,,,,8,5,,,,,18,25,,,,,,,198,11,,,,,61,13,2019,15,,,,,,,,,,,9982,11,6,19,935,25,18,12,6,10,7,24,156,15,,,,,1011,22,,,,,,,,,,,,,,,,,,,,,,,78,26,,,,,29,14,,,,,61,23,,,,,,,59,11,,,,,,,,,774,17,2571,8,,,,,,,,,,,,,83,13,,,,,,,4,7,,,,,,,,,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,26,5,12,45,21,,,,,,,,,,,,,,,,,,,,,370,17,,,,,761,6,,,,,,,1015,15,,,,,,,,,,,,,,,,,,,,,,,14,14,,,,,17,15,,,,,163,17,,,,,,,,,,,,,56,10,,,,,,,47,16,,,,,86,10,,,,,,,,,66,15,,,,,,,,,,,,,,,,,,,,,,,674,14
25821,20962,14,,,,,,,,,,,624,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3417,7,,,,,,,,,,,1220,95,12,7,2054,13,,,,,,,,,,,,,6639,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3562,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947,4,,,,,,,,,,,,,,,,,,,,,,,681,13
2425,18102,15,,,,,,,,,,,134,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,16,31,,,,,,,161,14,,,,,123,9,1508,21,,,,,,,,,,,5081,23,12,6,1684,16,,,2,17,150,10,159,13,,,,,1389,14,,,,,,,,,,,,,,,,,,,,,,,172,12,,,,,,,,,,,146,14,7,10,,,,,,,,,,,,,,,788,16,1092,17,,,,,,,,,,,,,16,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,25,,,,,,,,,,,,,,,,,,,,,,,,,650,9,,,,,1186,4,,,,,175,6,2564,8,,,,,,,,,,,,,,,,,,,,,61,10,,,,,,,,,,,,,157,18,,,,,6,8,,,,,,,,,,,,,,,,,,,,,159,5,,,,,,,,,31,18,,,,,,,,,,,,,,,,,,,,,,,170,29
1294,17908,16,,,,,,,,,,,67,16,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,,,,,,,,,,,,,49,18,888,30,,,,,,,,,,,10768,8,8,11,999,23,,,7,8,127,12,162,12,,,,,1677,12,,,,,,,,,,,,,,,8,3,,,,,,,191,11,,,,,,,,,,,143,15,,,,,,,26,14,,,,,6,3,8,7,975,12,,,,,,,,,,,,,,,287,3,,,,,,,,,,,,,,,,,,,13,11,,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,376,21,,,25,28,,,,,,,1,9,,,,,,,,,,,,,46,49,,,,,,,,,,,,,498,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,10,,,,,175,14,,,,,,,,,,,,,39,11,,,,,,,30,22,,,,,21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,27
320,17572,17,,,,,,,,,,,125,11,,,,,,,6,6,,,,,,,,,,,,,9,1,,,112,9,,,,,,,,,9,4,,,,,22,20,,,,,,,105,21,,,10,4,45,22,1769,16,,,,,,,165,6,,,5595,22,11,8,1231,19,18,11,,,68,15,193,9,,,,,2806,8,,,,,10,2,5,4,,,,,7,3,,,12,4,,,,,122,17,41,6,,,,,,,,,406,5,,,,,,,255,7,,,,,,,8,6,245,41,403,29,,,,,5,6,,,,,15,3,33,28,,,,,,,6,6,,,,,,,,,22,12,23,10,,,,,,,,,9,7,,,,,231,3,,,,,,,,,,,,,689,13,12,6,50,18,,,,,,,7,4,,,,,,,,,,,,,568,12,,,,,366,15,,,,,82,8,980,16,,,,,,,,,,,,,5,3,,,,,,,76,7,76,7,,,,,16,16,,,,,97,22,,,,,12,5,,,,,,,23,13,,,,,,,37,19,,,12,1,29,23,,,,,,,,,53,16,,,,,,,,,,,6,8,,,,,,,,,,,219,26
2136,15369,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,6,,,,,,,,,,,,,,,,,,,,,,,322,8,,,,,,,2564,12,,,,,,,,,,,6436,19,10,10,353,42,,,,,1101,4,,,,,,,528,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,10,,,,,181,11,19,6,,,,,,,,,,,,,,,486,24,,,,,,,,,,,,,,,19,48,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,,,,,,,,,,,,,,,,,,,,,1203,6,,,,,,,,,,,,,,,,,,,,,,,,,882,7,,,,,,,,,,,,,85,65,,,,,,,,,,,,,,,,,11,8,,,149,4,,,,,9,2,99,7,10,1,,,323,9,,,,,,,,,,,,,,,,,,,,,145,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,40
27443,14957,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,12,,,,,,,74,22,,,20,2,51,17,732,36,,,,,,,89,8,,,594,143,27,2,463,33,52,5,,,,,190,10,,,,,607,38,,,,,,,,,,,,,,,,,,,,,,,60,32,,,,,53,12,,,,,,,,,,,,,,,,,,,,,,,858,14,1919,12,,,,,,,,,,,,,236,4,,,,,,,,,,,,,,,,,,,42,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,30,,,,,,,,,,,,,,,,,,,,,,,,,318,21,,,,,246,21,,,,,,,4048,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,2,,,,,,,,,,,,,80,13,,,,,,,,,309,10,,,,,,,,,,,,,,,,,,,,,,,2981,3
181,14555,20,12,4,,,,,,,,,102,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,13,,,,,,,,,,,,,83,10,1512,20,,,,,,,,,,,7221,16,,,1781,15,,,8,6,,,44,37,,,,,1010,23,,,,,,,,,,,,,,,,,,,,,,,258,9,,,,,200,7,,,,,58,25,,,,,,,,,,,,,,,,,237,43,159,54,,,,,,,,,,,,,,,,,,,,,3,10,,,,,,,,,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,23,,,43,22,,,,,,,,,,,,,,,,,,,,,119,30,,,,,195,23,,,,,,,456,23,,,,,,,,,,,,,,,,,227,2,,,,,,,,,,,,,,,,,186,13,,,,,,,,,,,,,12,16,,,,,,,37,18,,,,,45,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,30
3886,13520,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,5,,,,,,,,,,,,,,,14,36,,,,,,,268,9,,,,,66,12,3095,10,,,,,,,,,,,3026,45,4,35,424,36,14,14,7,9,134,11,128,20,,,,,667,36,,,,,7,4,,,,,,,,,,,,,,,,,93,23,,,,,,,,,,,534,3,,,,,,,,,,,,,,,,,1212,9,677,20,,,,,,,,,,,,,99,10,,,,,,,,,14,2,,,5,9,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,29,14,4,111,9,,,,,,,,,,,,,,,,,,,,,269,22,,,,,1050,5,,,,,238,3,183,45,,,,,,,,,,,,,,,,,,,,,76,8,16,13,,,,,350,2,,,,,84,29,,,,,,,,,,,,,,,,,,,,,97,12,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,56
5072,13391,22,,,,,,,,,,,373,7,,,,,,,,,,,,,,,,,,,,,,,,,88,10,,,,,245,2,,,,,,,,,6,67,,,,,,,,,,,,,125,8,427,61,,,,,,,,,,,9497,12,5,29,105,74,,,,,18,20,,,,,,,438,47,,,,,,,,,,,,,,,,,72,2,,,,,,,479,2,,,,,,,,,,,,,,,,,151,9,,,,,,,,,88,76,410,28,,,,,,,,,,,,,28,34,,,,,,,,,,,,,,,,,,,,,,,,,24,1,,,51,2,,,199,2,50,7,,,,,,,,,,,,,56,63,11,8,120,7,,,,,,,,,,,,,,,,,,,,,,,,,,,44,45,,,,,,,82,67,,,,,,,,,,,,,,,,,,,36,2,,,,,,,,,,,,,,,23,62,,,,,101,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,80
1258,11338,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,31,,,,,,,1219,25,,,,,,,,,,,9997,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
