bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
50381,16448,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,34,1429,23,,,,,,,,,,,12066,16,,,680,34,,,,,43,17,144,22,,,,,272,71,,,,,,,,,,,,,,,,,,,,,,,142,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,17,118,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,16277,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,24,,,,,,,,,,,,,,,97,192,,,,,,,,,,,15177,9,,,786,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,14403,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,30,,,,,,,1195,30,,,,,,,,,,,13091,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,13272,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,38,15,,,,,,,,,,,,,,,32,26,,,,,,,202,11,,,8,6,21,35,1272,26,,,,,,,45,13,,,4747,39,12,12,671,36,,,,,,,220,13,,,,,1170,21,,,,,,,,,,,,,,,,,,,,,,,50,34,,,,,,,,,,,107,19,,,,,,,,,,,,,,,,,703,20,877,21,,,,,,,,,,,,,92,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808,12,9,9,64,15,,,,,,,,,,,,,,,,,,,,,484,19,,,,,188,33,,,,,,,874,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,23,,,,,,,,,,,,,,,,,,,,,,,432,21
2952,13078,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,12,,,,,,,,,,,,,114,12,1197,29,,,,,,,,,,,7281,24,2,48,1054,27,,,6,12,,,230,12,,,,,1464,17,,,,,,,,,,,,,,,,,,,,,,,7,53,,,,,,,,,,,,,,,,,,,18,16,,,,,,,13,7,517,28,37,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,24,,,71,13,,,,,,,,,,,,,,,,,,,,,,,,,,,144,37,,,,,,,154,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,12225,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,27,,,,,,,183,13,,,,,,,983,33,,,,,,,53,11,,,6428,28,,,356,45,,,9,9,276,7,64,38,,,,,1418,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,22,,,,,,,,,,,,,,,,,487,31,354,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,17,,,62,17,,,,,,,,,,,,,,,,,,,,,416,20,,,,,153,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,13,,,,,,,28,14,,,,,78,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,39
27443,12126,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,25,,,,,,,50,27,,,13,5,52,19,896,35,,,,,,,52,12,,,517,187,13,11,507,41,52,6,,,,,121,26,,,,,466,49,,,,,,,,,,,,,,,,,,,,,,,56,30,,,,,60,13,,,,,,,,,,,,,,,,,,,,,,,609,23,1836,13,,,,,,,,,,,,,213,5,,,,,,,,,,,,,,,,,,,35,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,32,,,,,,,,,,,,,,,,,,,,,,,,,618,16,,,,,208,29,,,,,,,898,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343,1,,,,,,,,,,,,,64,14,,,,,,,,,204,8,,,,,,,,,,,,,,,,,,,,,,,2940,3
2921,11950,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,71,,,,,,,,,,,,,,,705,48,,,,,,,,,,,5466,34,,,,,,,,,,,,,,,,,304,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4644,5,,,,,,,,,,,,,177,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,11196,33,,,,,,,,,,,94,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,30,,,,,,,47,29,,,,,25,30,259,93,,,,,,,,,,,3392,49,3,39,4568,7,,,,,,,67,34,,,,,774,35,,,,,,,,,,,,,,,,,,,,,,,59,29,,,,,,,,,,,51,24,,,,,,,,,,,,,,,,,322,39,,,,,,,,,,,,,,,31,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,69,14,,,,,,,,,,,,,,,,,,,,,330,22,,,,,207,30,,,,,,,8,129,,,,,,,,,,,,,,,,,,,,,18,17,,,,,,,,,,,,,64,31,,,,,,,,,,,,,14,15,,,,,,,,,,,,,31,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,728,15
2785,11084,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,2,,,,,,,,,,,,,33,26,340,77,,,,,,,,,,,863,132,10,14,6594,6,,,19,4,,,22,66,,,,,1025,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,48,,,,,,,,,,,,,,,,,976,13,45,87,,,,,,,,,,,,,,,,,,,,,10,6,,,,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,14,,,,,,,,,,,,,,,,,,,,,11,1,,,65,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,60,67
4192,10996,35,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,21,,,,,,,54,26,,,,,37,24,1406,24,,,,,,,,,,,5467,33,,,365,44,,,,,,,74,32,,,,,383,55,,,,,,,,,,,,,,,16,3,,,,,,,28,44,,,,,,,,,,,45,31,,,,,,,,,,,,,,,,,513,29,438,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,45,,,,,,,,,,,,,,,,,,,,,,,,,149,31,,,,,,,,,,,,,1648,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,32,,,,,,,,,,,,,,,,,,,,,,,,,,,48,21,,,,,,,,,,,,,,,,,,,,,5,11,,,,,,,,,,,70,60
5432,10356,36,,,,,,,,,,,533,8,,,5,2,,,,,,,,,,,,,,,,,87,11,,,,,80,3,,,,,,,,,6,76,,,,,,,,,,,,,,,417,68,,,,,,,,,,,3551,48,,,2261,17,,,,,225,8,43,44,,,,,312,64,,,,,,,,,,,,,,,,,46,3,,,,,145,17,197,3,,,,,,,,,,,,,,,,,466,5,,,,,,,,,308,40,223,50,,,,,,,,,,,,,18,57,,,,,,,,,,,,,,,,,,,62,6,,,,,,,,,60,4,,,45,3,,,,,,,,,,,,,,,178,37,6,12,29,27,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,8,,,,,28,55,,,,,507,1,,,115,2,,,145,5,,,,,,,,,,,,,101,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,57
30549,9485,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,66,,,,,,,35,34,,,,,10,51,732,44,,,,,,,,,,,5910,32,,,449,43,,,1,20,,,,,,,,,528,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,46,,,,,,,,,,,,,,,,,324,38,497,32,,,,,,,,,,,,,106,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,31,,,37,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,9076,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,23,382,73,,,,,,,,,,,6808,27,4,37,263,51,,,,,,,24,63,,,,,742,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,109,367,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,63,,,,,,,,,,,,,,,,,,,,,,,,,46,57,,,,,,,,,,,,,199,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,61,,,,,,,,,,,,,,,,,,,,,39,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011,9007,39,8,7,,,,,,,,,77,19,,,,,,,,,,,,,,,,,,,12,4,,,,,,,77,4,,,,,,,,,15,48,,,,,,,48,28,,,,,,,400,71,,,,,,,,,,,4330,44,3,44,930,31,20,16,4,18,,,15,100,,,,,248,77,,,,,,,,,,,,,,,,,,,,,,,55,31,147,4,,,7,16,,,,,48,28,,,,,,,28,15,,,,,,,,,114,77,734,23,,,,,,,,,14,4,,,38,33,,,,,,,,,8,3,,,7,8,,,,,,,15,2,,,,,,,39,5,,,,,15,9,,,,,,,,,,,,,60,69,5,13,8,44,,,,,,,,,,,,,,,,,,,,,99,38,,,,,326,21,,,,,,,597,25,,,,,,,,,,,,,,,,,12,8,13,4,12,24,,,,,,,,,,,,,21,69,,,,,9,7,,,,,,,,,,,,,,,44,23,,,,,69,13,,,8,2,,,,,105,10,,,,,,,,,,,10,10,,,,,,,,,,,153,35
2281,8966,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,4769,38,,,2309,16,,,,,,,,,,,,,1160,22,,,,,,,,,,,,,,,,,,,,,,,49,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,8866,41,,,,,,,,,,,214,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,85,,,,,,,5,72,,,,,7,63,702,49,,,,,,,,,,,5298,36,14,9,469,42,24,14,,,,,60,39,,,,,773,36,,,,,,,,,,,,,,,,,,,,,,,143,18,,,,,,,,,,,49,26,,,,,,,,,,,,,,,,,306,41,,,,,,,,,,,,,,,43,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,54,,,,,,,,,,,,,,,,,,,,,,,,,59,50,,,,,,,,,,,,,329,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,41,,,,,,,,,,,,,,,,,,,,,,,,,,,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,29
6819,8576,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,21,4287,5,,,,,,,,,,,2034,72,8,20,120,79,,,,,,,40,47,,,,,315,63,,,,,,,,,,,,,,,,,,,,,,,49,36,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,222,49,219,51,,,,,,,,,,,,,19,56,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,,76,65,,,20,32,,,,,,,,,,,,,,,,,,,,,583,17,,,,,54,48,,,,,,,191,50,,,,,,,,,,,,,,,,,,,,,25,15,,,,,,,,,,,,,81,27,,,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,55
188834,8369,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213,28,,,,,,,,,,,6261,29,,,,,,,,,,,,,,,,,526,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39856,8143,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,9,,,,,,,,,,,,,,,48,16,,,,,,,87,22,,,,,19,41,667,52,,,,,,,,,,,2146,68,,,1659,19,,,,,,,40,49,,,,,495,48,,,,,,,,,,,,,,,,,,,,,,,215,11,,,,,,,,,,,40,34,,,,,,,,,,,,,,,,,1114,9,,,,,,,,,,,,,,,22,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,34,,,,,,,,,,,,,,,,,,,,,272,26,,,,,187,34,,,,,,,790,21,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,38
1917,8101,45,,,,,,,,,,,37,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,29,,,,,,,32,37,,,,,80,15,483,61,,,,,,,,,,,4465,43,8,19,518,40,,,5,13,185,9,16,90,,,,,543,43,,,,,,,,,,,,,,,,,,,,,,,122,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,78,,,,,,,,,,,,,,,21,49,,,,,,,,,,,,,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139,9,,,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,65,,,,,,,,,,,,,,,,,,,,,16,19,,,,,,,,,,,,,53,38,,,,,,,,,,,,,,,,,,,,,,,,,,,19,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,53
1602,8100,46,,,,,9,2,,,,,94,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,31,,,,,,,,,,,,,16,42,690,51,,,,,,,,,,,5412,35,3,38,605,39,,,,,,,,,,,,,252,75,,,,,,,,,,,,,,,,,,,,,,,75,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,53,,,,,,,,,,,,,,,,,,,,,,,,,122,35,,,,,170,35,,,,,,,241,42,,,,,,,,,,,,,,,,,,,5,6,12,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,54
12745,7913,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,36,,,,,,,,,,,,,,,96,193,,,,,,,,,,,512,189,,,7120,4,,,,,,,,,,,,,115,113,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,7784,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,37,,,,,,,35,33,,,,,20,37,300,86,,,,,,,,,,,5272,37,6,27,146,74,,,,,,,24,61,,,,,573,42,,,,,,,,,,,,,,,,,,,,,,,28,43,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,220,50,552,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,48,,,20,31,,,,,,,,,,,,,,,,,,,,,39,67,,,,,57,46,,,,,,,155,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,62,,,,,,,,,,,,,,,,,,,,,59,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,43
36218,7541,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,58,,,,,,,37,32,,,,,13,45,1378,25,,,,,,,,,,,4047,46,,,89,91,,,,,,,47,42,,,,,305,68,,,,,,,,,,,,,,,,,,,,,,,33,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,94,1037,17,,,,,,,,,,,,,32,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,40,,,26,29,,,,,,,,,,,,,,,,,,,,,80,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,44
1111,7396,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,18,,,,,,,,,,,,,,,851,38,,,,,,,180,7,,,4524,42,,,698,33,,,,,,,,,,,,,135,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,7364,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,41,,,,,,,,,,,561,173,,,1640,20,,,,,,,,,,,,,46,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,69,2384,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,17,,,,,,,714,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,19
29316,7358,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,44,,,,,,,,,,,,,,,184,117,,,,,,,,,,,6957,26,,,,,,,,,,,,,,,,,125,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,7300,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,39,,,,,,,,,,,,,33,27,761,42,,,,,,,,,,,4286,45,,,237,54,,,,,16,22,126,24,,,,,3,431,,,,,,,,,,,,,,,,,,,,,,,38,39,,,,,,,,,,,25,39,,,,,,,,,,,,,,,,,219,51,240,47,,,,,,,,,,,,,20,55,,,,,,,,,,,,,,,,,,,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,30,4,15,93,9,,,,,,,,,,,,,,,,,,,,,275,25,,,,,,,,,,,,,452,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,22,,,,,,,,,,,,,26,12,,,,,,,,,,,,,,,,,,,,,,,22,25,,,,,,,,,,,,,,,,,,,,,,,,
11634,7074,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6985,25,,,,,,,,,,,,,,,,,34,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,127
2399,6560,55,,,,,,,,,,,66,21,,,,,,,,,16,5,,,,,,,,,,,44,14,,,,,,,,,6,6,,,,,54,15,,,,,,,23,41,,,,,,,313,82,,,,,,,15,15,,,2435,60,9,16,1288,23,,,,,26,20,32,54,,,,,265,72,,,,,,,,,,,,,,,,,,,,,,,70,27,,,,,,,,,,,42,32,,,,,,,,,,,,,,,,,386,35,211,52,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,59,,,,,,,,,,,3,8,,,,,,,,,,,,,104,37,,,,,192,31,,,,,24,14,505,29,,,,,,,,,,,,,,,,,,,7,5,15,21,,,,,,,,,,,,,36,44,,,,,,,,,,,,,,,,,,,,,77,16,,,,,,,,,,,,,,,47,17,,,,,,,,,,,,,,,,,,,,,,,152,36
