bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
5894,6548,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,32,,,,,,,,,,,,,,,313,54,,,,,,,,,2648,41,,,457,22,,,,,,,36,30,,,384,33,,,,,,,,,,,,,,,43,33,,,,,,,,,,,,,,,,,,,,,,,,,,,191,37,879,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,47,,,,,,,,,,,,,,,,,,,,,,,304,13,,,,,1023,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,17,,,,,119,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27443,6124,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,47,,,,,,,49,19,,,9,5,16,37,609,35,,,,,,,,,789,99,8,17,423,24,27,7,,,,,76,19,,,294,39,,,,,,,,,,,,,,,,,,,,,31,12,,,,,,,,,,,,,,,,,,,,,272,29,,,,,,,,,,,,,558,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,23,,,,,,,,,,,,,,,,,224,21,,,,,146,22,,,,,516,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846,4
2952,6118,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,25,,,,,,,,,,,,,101,10,672,33,,,,,,,,,3031,36,7,18,573,20,,,3,12,,,98,14,,,668,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,340,25,33,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,25,,,60,11,,,,,,,,,,,,,,,,,,,68,31,,,,,120,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,5639,33,,,,,,,,,,,,,,,,,,,,,,,,,,,173,5,,,,,,,,,,,,,,,14,22,,,,,,,,,,,,,74,13,2247,12,,,,,,,,,14,908,7,19,227,38,8,15,,,13,12,86,18,,,226,47,,,6,3,,,,,,,,,,,23,41,,,,,,,,,,,416,2,,,,,,,,,,,,,,,361,24,91,50,,,,,,,,,,,23,29,,,,,,,,,12,2,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,39,6,12,70,9,,,,,,,,,,,,,159,28,,,,,699,6,,,210,2,142,47,,,,,,,,,,,,,,,,,50,9,2,15,,,,,,,,,,,68,31,,,,,,,,,,,,,,,,,68,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,43
2921,5561,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,69,,,,,,,,,,,,,,,415,48,,,,,,,,,3459,32,,,,,,,,,,,,,,,196,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,12,,,,,,,,,,,80,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,28,,,,,,,,,,,,,,,,,,,,,,,114,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,5477,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,65,,,,,,,,,4722,23,9,11,,,,,,,,,9,76,,,234,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,44,,,,,,,,,,,,,,,,,17,80,,,,,,,,,,,109,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,,,,,,,,,,,,,,,,,43,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36218,5432,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,49,,,,,,,45,21,,,,,3,83,846,26,,,,,,,,,2926,38,,,,,,,,,,,19,43,,,182,60,,,,,,,,,,,,,,,27,36,,,,,,,,,,,,,,,,,,,,,,,,,,,75,69,957,14,,,,,,,,,,,22,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,48,,,24,32,,,,,,,,,,,,,38,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,27
39856,5399,37,,,,,,,,,,,,,,,,,,,,,,,,,,,86,9,,,,,,,,,,,,,,,32,10,,,,,,,46,20,,,,,23,30,451,44,,,,,,,,,2147,49,,,,,,,,,,,,,,,601,22,,,,,,,,,,,,,,,50,27,,,,,,,,,,,98,18,,,,,,,,,,,,,,,423,20,,,,,,,,,,,,,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,46,,,,,,,,,,,,,309,16,,,,,,,,,,,797,18,,,,,,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,20
1111,5329,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,56,,,,,,,,,,,,,,,603,36,,,,,41,9,,,3613,30,,,413,26,,,,,,,,,,,276,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41114,5263,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5263,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,5240,40,,,,,,,,,,,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,16,,,,,,,20,28,,,,,,,,,,,,,,,,,2496,43,1,42,1536,9,,,,,,,46,28,,,266,41,,,,,,,,,,,,,,,57,23,,,,,,,,,,,18,31,,,,,,,,,,,,,,,197,36,,,,,,,,,,,,,14,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,43,19,,,,,,,,,,,,,49,49,,,,,41,41,,,,,6,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,29,,,,,,,,,,,13,14,,,,,,,,,,,5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,15
18011,5222,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,,,,,,,,13,24,,,,,,,29,23,,,,,,,181,80,,,,,,,,,2128,51,9,12,688,17,9,14,,,,,8,88,,,112,73,,,,,,,,,,,,,,,55,24,10,6,,,,,,,,,28,27,,,,,,,,,,,,,,,56,82,837,16,,,,,,,,,,,26,27,,,,,,,,,4,4,,,,,,,,,,,,,,,11,4,,,,,31,7,,,,,,,,,,,,,30,68,4,15,14,36,,,,,,,,,,,,,59,45,,,,,188,20,,,,,530,22,,,,,,,,,,,,,11,6,6,4,17,13,,,,,,,,,,,,,27,47,,,,,14,4,,,,,,,,,,,24,26,,,,,9,25,,,,,,,,,39,9,,,,,,,,,,,,,,,,,,,,
28,5146,42,,,,,,,,,,,309,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,52,,,,,,,,,3250,33,,,415,25,,,,,,,,,,,349,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,41,,,,,,,,,,,,,,,,,131,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,5024,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,72,,,,,,,,,,,,,18,33,228,64,,,,,,,,,3557,31,,,,,,,,,,,28,34,,,217,51,,,,,,,,,,,,,,,18,42,,,,,,,,,,,,,,,,,,,,,,,,,,,160,46,349,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,49,,,17,34,,,,,,,,,,,,,19,77,,,,,47,39,,,,,183,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,42,,,,,,,,,,,,,,,,,31,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,54
5242,4475,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4448,24,,,14,115,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,4454,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,33,,,,,,,,,,,,,,,,,,,,,,,,,2920,39,,,1046,14,,,,,,,,,,,245,44,,,,,,,,,,,,,,,24,38,,,,,,,,,,,,,,,,,,,,,,,,,,,164,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,4446,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3,,,,,,,,,,,,,18,35,194,74,,,,,,,,,505,129,,,1980,4,,,21,3,,,,,,,673,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,14,26,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,11,,,,,,,,,,,,,,,2,1,27,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,15,101
30549,4303,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,36,,,,,,,212,69,,,,,,,,,3053,35,,,,,,,,,,,,,,,225,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,74,414,23,,,,,,,,,,,13,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,45,,,9,41,,,,,,,,,,,,,,,,,,,,,,,,,194,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,4293,48,,,,,,,,,,,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,29,,,,,,,20,27,,,,,103,9,237,62,,,,,,,,,2281,46,5,24,276,32,,,,,41,9,31,33,,,225,48,,,,,,,,,,,,,,,131,14,,,,,,,,,,,,,,,,,,,,,,,,,,,105,57,,,,,,,,,,,,,53,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,10,,,24,31,,,,,,,,,,,,,,,,,,,,,,,,,119,51,,,,,,,,,,,,,,,,,4,35,,,,,,,,,,,,,72,27,,,,,,,,,,,,,,,,,,,,,,,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,48
3955,4090,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,37,,,,,,,12,39,,,,,,,160,90,,,,,,,,,1946,56,,,263,34,,,,,,,,,,,377,34,,,,,,,,,,,,,,,,,,,,,,,,,,,56,23,,,,,,,,,,,,,,,476,15,,,,,,,,,,,,,402,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,14
11634,3852,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3808,27,,,,,,,,,,,,,,,13,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,108
123417,3745,51,,,,,,,,,,,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3618,29,,,,,,,,,,,49,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13713,3721,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,41,,,,,,,,,,,,,25,27,641,34,,,,,,,,,1265,75,,,185,41,,,1,13,,,25,38,,,409,31,,,,,,,,,,,,,,,24,39,,,,,,,,,,,3,49,,,,,,,,,,,1,5,,,106,56,350,25,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,36,,,,,211,18,,,,,17,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,39,,,,,,,,,,,,,,,,,111,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,21
2399,3664,53,,,,,,,,,,,31,12,,,,,,,10,3,,,,,,,7,19,,,,,,,,,4,8,,,,,17,21,,,,,,,22,26,,,,,,,166,86,,,,,,,,,1834,59,11,9,301,31,,,,,12,14,16,49,,,144,66,,,,,,,,,,,,,,,72,19,,,,,,,,,,,27,28,,,,,,,,,,,,,,,127,53,147,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,69,,,,,,,4,5,,,,,,,,,53,46,,,,,239,16,,,14,11,284,31,,,,,,,,,,,,,,,,,8,20,,,,,,,,,,,,,8,80,,,,,,,,,,,,,,,,,11,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,39
9209,3609,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,71,,,,,,,,,,,,,20,31,304,55,,,,,,,,,2436,44,,,24,103,,,,,,,66,22,,,8,334,,,,,,,,,,,,,,,,,,,,,,,,,,,14,38,,,,,,,,,,,,,,,154,49,3,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,101,36,7,10,73,8,,,,,,,,,,,,,88,35,,,,,,,,,,,215,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,43,,,,,,,,,,,41,9,,,,,,,,,,,,,,,,,,,,,11,13,,,,,,,,,,,,,,,,,,,,
17530,3588,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,401,,,,,,,,,871,91,,,,,,,,,,,,,,,66,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,32,,,,,,,,,,,2285,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,28
4112,3575,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,45,,,,,,,,,,,,,39,21,191,76,,,,,,,,,1585,63,2,37,194,40,,,4,10,,,,,,,209,54,,,,,,,,,,,,,,,43,32,,,,,,,,,,,,,,,,,23,13,,,,,,,,,86,65,65,55,,,,,,,,,,,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,18,,,19,33,,,,,,,,,,,,,193,22,,,,,183,21,,,,,176,45,,,,,,,,,,,,,,,,,5,30,,,,,,,,,,,,,9,76,,,,,,,,,,,84,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,25
11733,3536,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,103,,,,,,,5,1,930,88,,,,,,,,,,,,,,,162,62,,,,,,,,,,,,,,,,,,,,,181,4,,,,,8,42,,,,,,,,,,,,,,,2001,3,16,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,55,3,,,,,27,7,,,,,6,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,
29146,3342,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,51,,,,,,,,,772,101,,,,,,,,,,,,,,,94,81,,,,,,,,,,,,,,,,,,,,,,,,,,,18,32,,,,,,,,,,,,,,,,,30,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2066,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,3329,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,30,,,,,,,717,29,,,,,,,,,2575,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9364,3284,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2873,7,,,,,,,,,335,181,,,,,,,,,,,,,,,49,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34848,3246,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,82,392,49,,,,,,,,,2136,50,,,228,37,,,,,,,8,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,30,113,46,,,,,,,,,,,15,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,47
2407,3244,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,254,,,,,,,,,3184,34,,,25,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3092,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2993,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,3070,64,,,,,,,,,,,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,28,,,,,,,7,46,,,,,,,147,96,,,,,,,,,2255,48,,,164,45,,,,,,,17,46,,,151,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,50,,,,,,,,,,,,,,,,,33,61,,,,,30,47,,,,,106,55,,,,,,,,,,,,,,,,,,,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,3045,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,55,,,,,,,,,,,,,,,154,93,,,,,,,,,2121,52,,,361,28,,,,,,,,,,,222,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,2985,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,106,,,,,,,,,619,112,,,,,,,,,,,5,113,,,402,32,,,,,,,,,,,,,,,,,,,,,,,,,,,31,25,,,,,,,,,,,,,,,287,28,,,,,,,,,,,,,72,14,,,,,,,,,,,,,,,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,95,,,2,51,,,,,,,,,,,,,168,27,,,,,,,,,,,1032,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,70,,,,,,,,,,,8,16,,,,,,,,,,,25,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,22
