bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,ary,ary_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lmo,lmo_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
5072,11181,24,,,,,,,,,,,456,8,,,,,,,,,,,,,,,,,,,,,,,,,,,20,15,,,,,163,2,,,,,,,,,7,60,,,,,,,,,,,,,140,9,367,55,,,,,,,,,,,7357,12,7,13,145,54,,,,,33,17,,,,,,,351,46,,,,,,,,,,,,,,,,,62,2,,,,,,,362,2,,,,,,,,,,,,,,,,,100,10,,,,,,,,,107,58,242,31,,,,,,,,,,,,,31,37,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,,,148,3,,,240,2,94,5,,,,,,,,,,,,,47,65,10,9,124,11,,,,,,,,,,,,,,,,,,,,,,,,,,,63,39,,,,,,,136,52,,,,,,,,,,,,,,,,,,,39,2,,,,,,,,,,,,,,,44,44,,,,,163,2,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,53
3886,10432,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,4,,,,,,,,,,,,,,,14,39,,,,,,,213,11,,,,,151,8,2365,11,,,,,,,,,,,2347,51,10,10,358,34,9,15,2,20,162,9,181,15,,,,,557,31,,,,,5,5,,,,,,,,,,,,,,,,,34,42,,,,,,,,,,,604,3,,,,,,,,,,,,,,,,,756,10,181,41,,,,,,,,,,,,,35,32,,,,,,,,,12,3,,,16,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,31,1,18,100,13,,,,,,,,,,,,,,,,,,,,,255,20,,,,,479,9,,,,,183,6,209,44,,,,,,,,,,,,,,,,,,,,,94,5,21,13,,,,,326,3,,,,,143,21,,,,,,,,,,,,,,,,,,,,,107,14,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,50
178900,10339,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,77,,,,,,,131,14,,,,,,,492,44,,,,,,,,,,,6144,17,,,,,,,,,,,,,,,,,383,44,,,,,,,,,,,,,,,,,,,,,,,316,7,,,,,,,,,,,21,39,,,,,,,,,,,,,,,,,108,57,2014,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,62,,,,,,,,,,,,,,,,,,,,,,,,,150,26,,,,,,,,,,,,,481,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,9403,27,,,,,,,,,,,,,,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,15,,,,,,,28,41,,,,,51,21,839,25,,,,,,,31,13,,,5222,22,,,314,36,,,,,,,50,37,,,,,306,50,,,,,,,,,,,,,,,4,8,,,,,,,15,53,,,,,,,,,,,48,26,,,,,,,,,,,,,,,,,308,29,235,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,34,,,,,,,,,,,,,,,,,,,,,,,,,112,33,,,,,,,,,,,,,1468,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,43,,,,,,,,,,,,,,,,,,,,,,,,,,,46,16,,,,,,,,,,,,,,,,,,,,,1,12,,,,,,,,,,,75,62
5432,9036,28,,,,,,,,,,,305,9,,,,,13,2,,,,,,,,,,,,,,,,,,,,,29,13,,,,,12,5,,,,,,,,,16,29,,,,,,,,,,,,,,,231,76,,,,,,,,,,,4854,24,,,609,24,,,,,426,7,16,83,,,,,185,67,,,,,,,,,,,,,,,,,19,4,,,,,76,23,228,3,,,,,,,,,,,,,,,,,266,6,,,,,,,,,127,51,101,54,,,,,,,,,,,,,45,23,,,,,,,,,,,,,19,2,,,,,,,30,7,,,,,,,,,331,2,,,33,3,,,,,,,,,,,,,,,105,42,9,10,17,34,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,12,,,,,43,45,,,,,76,3,,,45,2,,,491,3,,,,,,,,,,,,,32,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,37
50381,7983,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,33,452,47,,,,,,,,,,,5918,19,,,383,32,,,,,24,20,86,31,,,,,283,54,,,,,,,,,,,,,,,,,,,,,,,132,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,25,85,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,7947,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,22,260,70,,,,,,,,,,,6279,16,6,18,164,52,,,,,,,18,78,,,,,521,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,77,149,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,48,,,,,,,,,,,,,,,,,,,,,,,,,86,37,,,,,,,,,,,,,206,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,52,,,,,,,,,,,,,,,,,,,,,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11733,7914,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,77,,,,,,,,,18,2,1695,60,,,,,,,,,,,,,,,,,577,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,1,,,,,24,33,,,,,,,,,,,,,,,,,4161,2,59,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,168,4,,,,,92,10,,,,,13,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,7811,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,19,,,,,,,89,21,,,,,,,648,31,,,,,,,42,11,,,4309,28,,,224,44,,,2,17,175,8,94,30,,,,,705,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,41,,,,,,,,,,,,,,,,,259,33,313,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,29,,,128,10,,,,,,,,,,,,,,,,,,,,,226,22,,,,,87,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,18,,,,,,,16,17,,,,,99,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,45
6819,7670,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,14,3792,4,,,,,,,,,,,1753,59,3,35,110,63,,,,,,,59,34,,,,,268,57,,,,,,,,,,,,,,,,,,,,,,,40,37,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,302,30,90,58,,,,,,,,,,,,,16,71,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,99,44,,,18,32,,,,,,,,,,,,,,,,,,,,,502,11,,,,,21,60,,,,,,,155,50,,,,,,,,,,,,,,,,,,,,,52,12,,,,,,,,,,,,,103,25,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,43
2386,7572,34,,,,,,,,,,,56,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,33,,,,,,,47,26,,,,,28,28,253,72,,,,,,,,,,,3054,36,5,21,1412,10,,,,,,,100,29,,,,,557,30,,,,,,,,,,,,,,,,,,,,,,,43,35,,,,,,,,,,,37,29,4,11,,,,,,,,,,,,,,,336,26,,,,,,,,,,,,,,,41,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,171,7,,,,,,,,,,,,,,,,,,,,,113,31,,,,,75,37,,,,,,,90,63,,,,,,,,,,,,,,,,,,,,,11,19,,,,,,,,,,,,,184,15,,,,,,,,,,,,,14,18,,,,,,,,,,,,,19,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,891,14
822,7498,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,14,17,,,,,,,,,,,,,,,22,20,,,,,,,105,20,,,7,5,17,37,753,28,,,,,,,28,14,,,2507,49,5,19,430,30,,,,,,,236,10,,,,,507,35,,,,,,,,,,,,,,,,,,,,,,,36,41,,,,,,,,,,,85,18,,,,,,,,,,,,,,,,,369,22,225,35,,,,,,,,,,,,,71,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,23,15,6,74,16,,,,,,,,,,,,,,,,,,,,,192,23,,,,,108,27,,,,,,,659,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,29,,,,,,,,,,,,,,,,,,,,,13,36,,,,,28,25,,,,,,,,,22,22,,,,,,,,,,,,,,,,,,,,,,,587,20
2719,7338,36,,,,,,,,,,,213,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,86,,,,,,,11,62,,,,,14,42,536,41,,,,,,,,,,,4634,25,2,42,197,47,9,14,,,,,49,39,,,,,656,23,,,,,,,,,,,,,,,,,,,,,,,88,22,,,,,,,,,,,21,37,,,,,,,,,,,,,,,,,207,39,,,,,,,,,,,,,,,32,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,50,,,,,,,,,,,,,,,,,,,,,,,,,37,53,,,,,,,,,,,,,221,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,46,,,,,,,,,,,,,,,,,,,,,,,,,,,14,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,27
28,7128,37,,,,,,,,,,,143,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,118,,,,,,,,,,,1890,56,,,369,33,,,,,,,21,66,,,,,326,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,11,,,,,,,,,329,27,3655,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,65,,,,,,,,,,,,,,,,,,,,,85,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011,7005,38,5,5,,,,,,,,,53,21,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,35,3,,,,,,,,,13,42,,,,,5,3,64,25,,,,,,,248,73,,,,,,,,,,,3074,35,9,12,758,21,7,16,3,14,,,16,85,,,,,192,65,,,,,,,,,,,,,,,,,,,,,,,54,31,91,4,,,14,16,,,,,22,35,,,,,,,26,13,,,,,,,,,85,72,640,17,,,,,,,,,13,3,,,60,16,,,,,,,,,8,4,,,8,8,,,,,,,,,11,2,,,,,,,45,4,,,,,19,8,,,,,,,,,,,,,37,72,7,11,10,39,,,,,,,,,,,,,,,,,,,,,79,38,,,,,175,21,,,,,,,639,20,,,,,,,,,,,,,,,,,1,15,12,3,11,20,,,,,,,,,,,,,26,54,,,,,15,5,,,,,,,,,,,,,,,42,22,,,,,34,23,,,3,2,,,,,113,13,,,,,,,,,,,7,7,,,,,,,,,,,213,34
1602,6500,39,,,,,5,2,,,,,92,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,41,,,,,,,22,45,,,,,15,39,275,67,,,,,,,,,,,4861,23,11,9,147,53,,,,,15,22,44,43,,,,,109,97,,,,,,,,,,,,,,,,,,,,,,,51,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,67,,,,,,,,,,,,,,,,,,,,,,,,,78,39,,,,,88,33,,,,,,,194,46,,,,,,,,,,,,,,,,,,,6,6,5,31,,,,,,,,,,,,,32,49,,,,,,,,,,,,,,,,,,,,,198,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,59
1258,6177,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,33,,,,,,,730,29,,,,,,,,,,,5355,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39856,6089,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,9,,,,,,,,,,,,,,,21,21,,,,,,,88,22,,,,,15,40,361,57,,,,,,,,,,,1642,62,,,1378,11,,,,,,,60,33,,,,,374,45,,,,,,,,,,,,,,,,,,,,,,,137,13,,,,,,,,,,,42,28,,,,,,,,,,,,,,,,,465,19,,,,,,,,,,,,,,,26,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,40,,,,,,,,,,,,,,,,,,,,,96,35,,,,,377,13,,,,,,,552,21,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,37,,,,,57,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,26
2086,5924,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,18,,,,,,,,,,,,,,,540,40,,,,,,,,,,,370,189,,,1250,12,,,,,,,,,,,,,29,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,68,703,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,32,,,,,,,996,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079,13
2952,5828,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,26,,,,,,,,,,,,,96,10,502,43,,,,,,,,,,,2887,44,2,43,432,29,,,9,5,,,177,17,,,,,707,20,,,,,,,,,,,,,,,,,,,,,,,13,55,,,,,,,,,,,,,,,,,,,16,17,,,,,,,4,13,297,31,34,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,37,,,71,17,,,,,,,,,,,,,,,,,,,,,,,,,,,73,38,,,,,,,117,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,11,,,,,,,,,,,,,,,,,,,,,25,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,5633,44,,,,,,,,,,,32,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,38,,,,,,,20,48,,,,,67,15,439,49,,,,,,,,,,,3020,38,3,32,283,38,,,3,13,76,14,52,36,,,,,449,38,,,,,,,,,,,,,,,,,,,,,,,88,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,71,,,,,,,,,,,,,,,26,46,,,,,,,,,,,,,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,11,,,13,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,53,,,,,,,,,,,,,,,,,,,,,8,25,,,,,,,,,,,,,48,41,,,,,,,,,,,,,,,,,,,,,30,27,,,,,2,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,61
73664,5407,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,77,,,639,23,,,,,,,,,,,,,3556,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,5310,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,19,,,,,,,,,,,1570,65,,,,,,,,,,,983,4,,,,,113,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,5028,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,2,,,,,,,,,,,,,8,57,163,104,,,,,,,,,,,581,142,3,33,2520,5,,,12,2,,,8,121,,,,,625,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,31,,,,,,,,,,,,,,,,,485,17,33,90,,,,,,,,,,,,,,,,,,,,,6,6,,,,,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,20,,,,,,,,,,,,,,,,,,,,,18,1,,,46,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,43,84
9209,5005,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,52,,,,,,,,,,,,,34,26,391,51,,,,,,,,,,,2620,46,,,203,46,,,,,6,28,110,28,,,,,403,42,,,,,,,,,,,,,,,,,,,,,,,29,43,,,,,,,,,,,21,38,,,,,,,,,,,,,,,,,140,48,97,57,,,,,,,,,,,,,16,72,,,,,,,,,,,,,,,,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,30,4,13,103,12,,,,,,,,,,,,,,,,,,,,,123,28,,,,,,,,,,,,,357,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,27,,,,,,,,,,,,,7,22,,,,,,,11,38,,,,,,,,,,,,,,,38,17,,,,,,,,,,,,,,,,,,,,,,,,
188834,4658,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,30,,,,,,,,,,,3376,31,,,,,,,,,,,,,,,,,335,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13713,4636,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,46,,,,,,,,,,,,,67,16,611,32,,,,,,,,,,,1178,78,,,226,43,,,5,9,,,154,22,,,,,637,25,,,,,,,,,,,,,,,,,,,,,,,37,39,,,,,,,,,,,12,49,,,,,,,,,,,,,4,7,,,364,23,141,47,,,,,,,,,,,,,17,67,,,,,,,,,,,,,,,,,,,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,33,,,,,,,,,,,,,,,,,,,,,,,,,88,36,,,,,162,22,,,,,,,342,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,30,,,,,,,,,,,,,,,,,,,,,63,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,29
2921,4603,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,80,,,,,,,,,,,,,,,316,64,,,,,,,,,,,3090,34,,,,,,,,,,,,,,,,,128,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,14,,,,,,,,,,,,,57,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146,4550,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,39,,,,,,,,,,,1022,95,,,,,,,,,,,,,,,,,247,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,50,,,,,,,,,,,,,,,,,,,55,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2670,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30549,4441,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,81,,,,,,,18,53,,,,,8,58,338,59,,,,,,,,,,,2510,48,,,272,40,,,1,21,,,,,,,,,220,63,,,,,,,,,,,,,,,,,,,,,,,42,36,,,,,,,,,,,18,43,,,,,,,,,,,,,,,,,101,61,256,28,,,,,,,,,,,,,53,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,59,,,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,60,,,,,,,,,,,,,,,,,,,,,,,,,,,6,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,39
