bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
463,26032,11,8,7,13,3,,,,,,,29,23,,,,,,,,,,,,,12,6,,,,,,,,,,,34,14,,,,,,,,,15,4,,,,,54,14,,,,,,,259,12,,,,,68,16,2560,9,,,,,,,,,,,12358,9,3,31,1004,18,14,13,8,8,59,15,130,25,,,,,1230,18,,,,,,,,,,,,,,,,,,,,,,,100,21,,,,,15,15,,,,,82,21,,,,,,,34,13,,,,,,,,,1176,7,2511,6,,,,,,,,,,,,,46,21,10,3,,,,,18,3,,,,,,,,,7,14,,,,,,,,,,,,,,,,,3,11,,,,,,,,,,,,,274,25,8,12,53,25,,,,,,,,,,,,,,,,,,,,,368,17,,,,,912,5,,,,,,,1236,15,,,,,,,,,,,,,,,,,,,,,,,18,12,,,,,16,17,,,,,196,12,,,,,,,,,,,,,87,8,,,,,,,84,17,,,,,67,17,,,,,,,,,62,16,,,,,,,,,,,,,,,,,,,,,,,791,16
13,21997,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,5,,,,,,,136,20,,,7,8,63,18,2286,14,,,,,,,72,11,,,9445,12,6,13,2304,7,,,11,6,,,75,32,,,7,2,875,24,,,,,,,,,,,,,1,4,,,,,,,,,690,3,,,,,,,,,,,228,9,,,6,1,,,,,,,,,,,,,467,25,1127,13,,,,,,,,,,,,,75,15,,,,,,,,,,,,,,,,,,,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,5,15,8,53,24,,,,,,,,,,,,,,,,,,,,,307,24,,,,,358,14,,,,,76,9,1134,17,,,,,,,,,,,,,,,,,,,,,25,14,89,6,,,,,61,11,,,,,180,15,,,,,,,,,,,,,,,,,,,,,56,23,,,,,29,29,,,,,,,,,23,20,,,,,,,,,,,,,,,,,,,,,,,614,19
320,21897,13,,,,,,,,,,,119,14,,,,,,,24,2,,,,,,,,,,,,,14,1,,,158,7,,,,,,,,,19,3,,,,,53,15,,,,,,,176,17,,,17,2,39,26,2165,16,,,,,,,604,2,,,6463,20,28,2,1732,10,42,7,14,5,72,14,326,7,,,,,3363,5,,,,,25,2,14,3,,,,,11,2,21,3,18,3,,,,,89,23,89,5,,,,,,,,,376,7,,,,,,,265,9,,,,,,,18,6,361,30,306,26,,,,,18,4,,,,,29,2,33,31,,,,,,,15,4,,,,,,,,,58,8,23,9,,,,,,,,,12,6,,,,,121,4,,,,,,,,,,,,,711,11,35,2,80,16,,,,,,,14,3,,,,,,,,,,,,,713,9,,,,,268,17,,,,,158,8,1461,14,,,,,,,,,,,,,18,2,,,,,,,175,3,177,3,,,,,41,14,,,,,87,26,,,,,13,4,,,,,,,34,14,,,,,24,3,75,19,,,11,1,67,16,,,,,,,,,68,15,,,,,,,,,,,10,5,,,,,,,,,,,327,28
2425,21427,14,,,,,,,,,,,132,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,,,,,,58,11,,,,,,,274,10,,,,,103,11,1747,19,,,,,,,,,,,5574,23,7,12,1636,11,,,5,14,263,8,323,8,,,,,1510,12,,,,,12,4,,,,,,,,,,,,,,,,,116,16,,,,,,,,,,,177,12,16,7,,,,,,,,,,,,,,,1062,8,513,19,,,,,,,,,,,,,16,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,23,,,,,,,,,,,,,,,,,,,,,,,,,697,11,,,,,915,4,,,,,231,4,4566,6,,,,,,,,,,,,,,,,,,,,,98,9,,,,,,,,,,,,,147,17,,,,,6,8,,,,,,,,,,,,,,,167,12,,,,,477,3,,,,,,,,,27,19,,,,,,,,,,,,,,,,,,,,,,,251,33
27443,20810,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,25,,,,,,,98,23,,,17,3,47,23,1019,28,,,,,,,70,12,,,674,142,13,6,588,29,53,6,,,,,150,22,,,,,432,49,,,,,,,,,,,,,,,,,,,,,,,52,33,,,,,65,13,,,,,,,,,,,,,,,,,,,,,,,470,24,3032,4,,,,,,,,,,,,,444,3,,,,,,,,,,,,,,,,,,,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,32,,,,,,,,,,,,,,,,,,,,,,,,,351,19,,,,,230,19,,,,,,,6460,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,3,,,,,,,,,,,,,73,15,,,,,,,,,326,8,,,,,,,,,,,,,,,,,,,,,,,5416,5
29351,20585,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,,,,,,,,,,,,,,,,15,34,,,,,,,132,21,,,,,,,2482,10,,,,,,,,,,,3001,43,,,201,51,190,2,,,,,109,28,,,,,436,48,,,,,,,,,,,,,,,,,,,,,,,247,9,,,,,,,,,,,44,27,27,5,,,,,,,,,,,,,,,,,116,50,,,,,,,,,,,,,14,51,,,,,,,,,,,,,,,,,214,2,135,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,34,,,,,,,,,,,,,,,,,,,,,,,,,755,7,,,,,,,,,,,,,9813,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,46,,,,,,,,,,,,,,,,,,,,,,,,,,,886,1,,,,,,,,,1426,4,,,,,,,,,,,,,,,,,,,,,,,119,49
2243,20003,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,10,,,,,,,,,,,,,,,14,35,,,,,,,,,,,,,,,3379,6,,,,,,,,,,,7319,18,,,,,,,,,,,12,99,,,,,2022,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,9,,,,,126,16,,,,,,,,,,,,,,,,,599,20,833,15,,,,,,,,,,,,,22,39,,,,,,,,,,,,,,,,,60,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,6,,,,,,,,,,,6,5,,,,,,,,,,,,,1541,4,,,,,588,9,,,,,31,10,1163,16,,,,,,,,,,,2,7,,,,,,,,,,,98,5,,,,,724,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,31
1294,17257,18,,,,,,,,,,,42,22,,,,,,,3,8,,,,,,,,,,,,,,,,,2,28,,,,,,,,,,,,,,,42,20,,,,,,,,,,,,,68,17,1118,26,,,,,,,,,,,8987,13,2,40,897,23,,,3,18,144,11,252,13,,,,,2050,9,,,,,,,,,,,,,,,9,5,,,,,,,167,10,,,,,,,,,,,91,20,,,,,,,22,15,,,,,5,4,10,8,1040,9,,,,,,,,,,,,,,,177,6,,,,,,,,,,,,,,,,,,,22,10,,,,,,,2,4,,,,,,,5,10,,,,,,,,,,,,,539,16,,,43,26,,,,,,,1,8,,,,,,,,,,,,,48,53,,,,,,,,,,,,,813,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,9,,,,,185,14,,,,,,,,,,,,,52,11,,,,,,,27,30,,,,,19,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,29
2136,17088,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,6,,,,,,,,,,,,,,,,,,,,,,,403,6,,,,,,,3610,4,,,,,,,,,,,5835,21,6,15,249,45,,,,,1991,4,,,,,,,383,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,8,,,,,261,8,20,6,,,,,,,,,,,,,,,393,27,,,,,,,,,,,,,,,12,55,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,,,,,881,7,,,,,,,,,,,,,,,,,,,,,,,,,1198,6,,,,,,,,,,,,,87,69,,,,,,,,,,,,,,,,,12,8,,,200,2,,,,,10,3,310,4,5,3,,,306,7,,,,,,,,,,,,,,,,,,,,,396,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,53
178900,16079,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,73,,,,,,,85,25,,,,,,,2439,12,,,,,,,,,,,11001,10,,,,,,,,,,,,,,,,,702,32,,,,,,,,,,,,,,,,,,,,,,,308,7,,,,,,,,,,,43,28,,,,,,,,,,,,,,,,,223,47,159,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,39,,,,,,,,,,,,,,,,,,,,,,,,,147,31,,,,,,,,,,,,,698,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,16026,21,16,4,,,,,,,,,248,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,21,,,,,,,,,,,,,108,10,1707,20,,,,,,,,,,,8357,14,,,1158,17,,,6,11,,,103,29,,,,,1387,14,,,,,,,,,,,,,,,,,,,,,,,120,14,,,,,250,5,,,,,57,24,,,,,,,,,,,,,,,,,237,42,125,48,,,,,,,,,,,,,,,,,,,,,9,8,,,,,,,,,41,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,24,,,71,18,,,,,,,,,,,,,,,,,,,,,162,30,,,,,123,31,,,,,,,605,27,,,,,,,,,,,,,,,,,291,2,,,,,,,,,4,5,,,,,,,199,11,,,,,,,,,,,,,15,16,,,,,,,34,27,,,,,34,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,34
25821,13357,22,,,,,,,,,,,310,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545,21,,,,,,,,,,,1036,103,5,21,977,19,,,,,,,,,,,,,4508,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,9,,,,,,,,,,,,,,,,,,,,,,,486,22
3886,12065,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,5,,,,,,,,,,,,,,,15,32,,,,,,,239,13,,,,,73,15,2615,8,,,,,,,,,,,2552,50,4,24,407,36,16,12,6,12,166,10,217,16,,,,,710,31,,,,,11,5,,,,,,,,,,,,,,,,,30,45,,,,,,,,,,,731,2,,,,,,,,,,,,,,,,,895,11,218,36,,,,,,,,,,,,,66,17,,,,,,,,,24,2,,,8,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,36,9,11,155,9,,,,,,,,,,,,,,,,,,,,,315,22,,,,,551,10,,,,,208,5,284,43,,,,,,,,,,,,,,,,,,,,,108,8,14,15,,,,,399,3,,,,,82,31,,,,,,,,,,,,,,,,,,,,,389,8,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,51
