bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
13,19321,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,9,,,,,,,155,13,,,4,5,77,14,1368,19,,,,,31,10,,,9036,10,8,6,2378,6,,,7,6,,,,,11,2,1032,16,,,,,,,,,,,1,4,,,,,,,649,3,,,,,,,,,,,209,11,,,,,,,,,,,,,,,449,24,1177,13,,,,,,,,,,,,,113,10,,,,,,,,,,,,,,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,122,13,4,61,16,,,,,,,,,,,,,,,,,,,,,317,26,,,,,364,15,,,103,9,1010,18,,,,,,,,,,,,,,,,,33,13,44,8,,,,,116,5,,,,,136,17,,,,,,,,,,,,,,,,,,,34,14,,,,,,,,,,,,,,,19,12,,,,,,,,,,,,,,,,,,,,,,,315,18
2243,18858,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,14,,,,,,,,,,,,,,,7,49,,,,,,,,,,,,,,,4971,2,,,,,,,,,5552,19,,,,,,,,,,,,,,,1708,7,,,,,,,,,,,,,,,,,,,,,,,,,185,5,,,,,195,13,,,,,,,,,,,,,,,686,17,151,42,,,,,,,,,,,,,8,59,,,,,,,,,,,,,,,73,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915,8,,,,,,,,,,,,,,,,,,,,,,,,,1156,5,,,,,1123,3,,,32,10,1110,15,,,,,,,8,5,,,,,,,,,,,68,5,,,,,820,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,51
320,18387,13,,,,,,,,,,,155,9,,,,,5,6,,,,,,,,,8,1,,,125,9,,,,,,,,,8,3,,,,,108,3,,,,,,,111,17,,,7,2,40,21,1412,18,,,,,251,6,,,7427,15,18,2,1521,12,23,9,,,38,15,213,9,,,1223,11,,,,,,,6,3,,,6,2,,,4,3,,,59,22,29,6,,,,,,,,,330,6,,,,,317,4,,,,,,,9,7,337,31,268,28,,,,,5,5,,,,,8,2,57,14,,,,,,,7,5,,,,,,,47,8,,,,,,,,,,,12,3,,,,,114,3,,,,,,,,,,,,,950,7,7,6,60,17,,,,,,,7,2,,,,,,,,,,,,,753,8,,,,,222,20,,,116,7,1296,14,,,,,,,,,6,3,,,,,,,73,8,99,3,,,,,,,,,,,84,21,,,,,34,3,,,3,3,,,15,12,,,,,27,16,,,13,1,46,14,,,,,,,,,31,10,,,,,,,,,,,,,,,,,,,,,,,237,21
1294,18282,14,,,,,,,,,,,49,12,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,,,,,,,,,,,,,70,16,2133,12,,,,,,,,,7776,12,5,14,1255,16,,,,,,,101,22,,,3316,4,,,,,,,,,,,,,3,7,,,,,136,10,,,,,,,,,,,123,19,,,,,45,13,,,,,4,3,,,1145,6,,,,,,,,,,,,,,,60,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,,,,,,,,,,435,14,,,38,22,,,,,,,3,5,,,,,,,,,,,,,70,43,,,,,,,,,,,1066,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,13,,,,,,,,,,,,,,,,,,,23,20,,,,,10,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,22
27443,18236,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,33,,,,,,,50,28,,,2,8,37,22,879,29,,,,,,,,,552,147,1,51,442,29,22,11,,,,,91,26,,,407,38,,,,,,,,,,,,,,,,,,,,,,,,,33,13,,,,,,,,,,,,,,,,,,,,,435,26,8387,1,,,,,,,,,,,,,2285,1,,,,,,,,,,,,,,,,,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,20,,,,,,,,,,,,,,,,,,,,,,,,,275,27,,,,,377,14,,,,,712,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,6,,,,,,,,,,,61,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2777,2
25821,16217,16,,,,,,,,,,,358,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3129,8,,,,,,,,,1120,88,10,5,1577,11,,,,,,,,,,,3863,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3234,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671,5
2425,15762,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,,,,47,7,,,,,,,56,23,,,,,96,12,1618,17,,,,,,,,,4373,23,6,10,915,21,,,7,8,94,12,207,10,,,981,17,,,,,,,,,,,,,,,,,,,123,13,,,,,,,,,,,163,14,,,,,,,,,,,,,,,842,14,598,17,,,,,,,,,,,,,17,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,27,,,,,,,,,,,,,,,,,,,,,,,,,707,10,,,,,442,11,,,226,3,3544,6,,,,,,,,,,,,,,,,,55,10,,,,,,,,,,,,,121,18,,,,,8,7,,,,,,,,,,,,,,,,,,,132,7,,,,,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,163,25
181,15743,18,13,3,,,,,,,,,160,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,16,,,,,,,,,,,,,139,8,1798,13,,,,,,,,,7651,13,,,1509,13,,,7,7,,,62,29,,,946,18,,,,,,,,,,,,,,,,,,,130,11,,,,,357,4,,,,,140,18,,,,,,,,,,,,,,,284,35,156,41,,,,,,,,,,,,,,,,,,,,,3,8,,,,,,,41,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,17,,,87,10,,,,,,,,,,,,,,,,,,,,,320,25,,,,,149,26,,,,,701,22,,,,,,,,,,,,,296,2,,,,,,,,,1,4,,,,,,,219,9,,,,,,,,,,,,,11,15,,,,,23,19,,,,,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,32
50381,14471,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,18,,,,,,,,,,,11736,6,,,572,27,,,,,7,22,156,14,,,378,39,,,,,,,,,,,,,,,,,,,147,9,,,,,,,,,,,,,,,,,,,,,,,,,,,880,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,12263,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,5,,,,,,,19,44,,,,,,,1285,22,,,,,,,,,3556,32,3,25,2252,8,,,,,,,93,25,,,1221,12,,,,,,,,,,,,,3,6,,,,,467,5,,,,,,,,,,,159,16,,,,,,,,,,,,,,,92,75,263,29,,,,,,,,,,,,,258,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,10,,,23,29,,,,,,,,,,,,,,,,,,,,,402,19,,,,,797,6,,,124,6,344,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,11291,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,6,,,,,,,,,,,,,,,,,,,,,,,320,6,,,,,,,2771,9,,,,,,,,,2729,43,4,19,213,42,,,,,813,4,,,,,329,43,,,,,,,,,,,,,,,,,,,,,,,,,177,7,,,,,224,10,,,,,,,,,,,,,,,490,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,,,,,,,,,,,,,,,,,,1127,4,,,,,,,,,,,,,,,,,,,,,,,,,1115,6,,,,,,,,,,,109,64,,,,,,,,,,,,,24,7,,,124,3,,,,,3,3,,,2,3,,,458,5,,,,,,,,,,,,,,,,,,,49,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,67
5072,11272,22,,,,,,,,,,,6,21,,,,,,,,,,,,,,,,,,,22,17,,,,,103,2,,,,,,,,,10,40,,,,,,,,,,,,,183,6,556,43,,,,,,,,,7906,11,2,37,106,61,,,,,,,,,,,298,49,,,,,,,,,,,,,,,17,2,,,,,858,2,,,,,,,,,,,,,,,140,10,,,,,,,,,92,76,245,31,,,,,,,,,,,,,16,43,,,,,,,,,,,,,,,,,,,,,,,11,1,,,11,4,,,294,2,,,,,,,,,,,,,,,42,66,1,16,86,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,67,,,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,,19,52,,,,,95,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,66
822,10432,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,11,,,,,,,,,,,,,,,16,28,,,,,,,99,18,,,5,4,31,26,1324,20,,,,,25,12,,,4121,26,5,13,609,25,,,,,,,181,11,,,662,28,,,,,,,,,,,,,,,,,,,34,32,,,,,,,,,,,122,20,,,,,,,,,,,,,,,563,19,330,26,,,,,,,,,,,,,44,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,18,4,11,64,15,,,,,,,,,,,,,,,,,,,,,461,18,,,,,96,29,,,,,721,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,16,,,,,,,,,,,,,,,,,,,,,,,,,2,45,,,,,,,,,9,14,,,,,,,,,,,,,,,,,,,,,,,428,14
3886,9836,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,4,,,,,,,,,,,,,,,11,36,,,,,,,173,12,,,,,117,9,3943,4,,,,,,,,,20,947,5,17,374,32,11,15,,,135,10,133,18,,,350,42,,,,,5,4,,,,,,,,,,,,,25,35,,,,,,,,,,,983,2,,,,,,,,,,,,,,,845,13,102,51,,,,,,,,,,,,,17,40,,,,,,,,,9,2,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,40,3,13,144,7,,,,,,,,,,,,,,,,,,,,,353,23,,,,,682,8,,,350,2,265,40,,,,,,,,,,,,,,,,,121,4,13,15,,,,,2,13,,,,,78,25,,,,,,,,,,,,,,,,,,,50,9,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,43
39856,8855,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,7,,,,,,,,,,,,,,,33,14,,,,,,,139,14,,,,,28,28,771,34,,,,,,,,,1901,56,,,1398,14,,,,,,,,,,,1230,10,,,,,,,,,,,,,,,,,,,129,12,,,,,,,,,,,266,8,,,,,,,,,,,,,,,1038,7,,,,,,,,,,,,,,,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40,,,,,,,,,,,,,,,,,,,,,380,21,,,,,,,,,,,1093,16,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,31
5432,8731,26,,,,,,,,,,,159,8,,,15,2,,,,,,,,,,,,,,,35,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,61,,,,,,,,,4874,21,,,1155,18,,,,,382,5,32,40,,,237,57,,,,,,,,,,,,,,,4,4,,,120,15,175,3,,,,,,,,,,,,,,,161,8,,,,,,,,,157,56,99,52,,,,,,,,,,,,,23,28,,,,,,,,,,,,,,,,,42,5,,,,,,,,,8,5,,,16,3,,,,,,,,,,,,,,,142,34,24,2,44,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4,,,25,2,,,334,2,,,,,,,,,,,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,38
