bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2425,18229,11,,,,,,,,,,,116,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,44,10,,,,,,,163,11,,,,,233,3,1327,21,,,,,,,,,,,4997,25,6,19,1745,10,,,6,8,140,8,688,4,,,,,1036,14,,,,,13,2,,,,,,,,,,,,,,,,,226,12,,,,,,,,,,,127,12,23,5,,,,,,,,,,,,,,,862,9,661,17,,,,,,,,,,,,,25,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,19,,,,,,,,,,,,,,,,,,,,,,,,,697,7,,,,,1101,4,,,,,137,4,2898,6,,,,,,,,,,,,,,,,,,,,,77,8,,,,,,,,,,,,,191,13,,,,,9,8,,,,,,,,,,,,,,,,,,,,,184,4,,,,,,,,,28,18,,,,,,,,,,,,,,,,,,,,,,,152,33
25821,18167,12,,,,,,,,,,,489,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571,5,,,,,,,,,,,2100,60,8,11,2468,7,,,,,,,,,,,,,4156,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,3,,,,,,,,,,,,,,,,,,,,,,,605,15
2243,17395,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,14,,,,,,,,,,,,,,,20,24,,,,,,,,,,,,,,,3513,6,,,,,,,,,,,6482,14,,,,,,,,,,,21,62,,,,,1459,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,10,,,,,115,13,,,,,,,,,,,,,,,,,474,20,847,14,,,,,,,,,,,,,27,33,,,,,,,,,,,,,,,,,48,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,4,,,,,,,,,,,5,6,,,,,,,,,,,,,1118,4,,,,,641,9,,,,,30,11,932,15,,,,,,,,,,,7,5,,,,,,,,,,,79,5,,,,,425,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,26
811,17206,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,6,,,,,,,13,43,,,,,,,1583,16,,,,,,,,,,,5857,19,5,21,1331,16,,,,,,,133,24,,,,,1421,11,,,,,,,,,,,,,,,4,6,,,,,,,1595,3,,,,,,,,,,,112,14,,,,,,,,,,,,,,,,,77,79,320,27,,,,,,,,,,,,,187,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,3,,,34,25,,,,,,,,,,,,,,,,,,,,,334,18,,,,,453,12,,,,,227,2,257,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310,4
27443,16966,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,23,,,,,,,50,24,,,16,2,54,17,577,39,,,,,,,56,10,,,573,143,5,24,696,26,36,6,,,,,117,25,,,,,399,39,,,,,,,,,,,,,,,,,,,,,,,54,37,,,,,53,12,,,,,,,,,,,,,,,,,,,,,,,404,24,2682,4,,,,,,,,,,,,,278,3,,,,,,,,,,,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,30,,,,,,,,,,,,,,,,,,,,,,,,,288,19,,,,,212,20,,,,,,,6592,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,1,,,,,,,,,,,,,55,14,,,,,,,,,250,9,,,,,,,,,,,,,,,,,,,,,,,2585,2
1294,16803,16,,,,,,,,,,,30,21,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,16,,,,,,,,,,,,,57,15,1498,17,,,,,,,,,,,9653,9,3,31,1049,20,,,2,16,79,12,153,13,,,,,1454,10,,,,,,,,,,,,,,,3,8,,,,,,,304,9,,,,,,,,,,,95,17,,,,,,,14,16,,,,,7,3,10,7,796,11,,,,,,,,,,,,,,,186,5,,,,,,,,,,,,,,,,,,,13,11,,,,,,,14,4,,,,,,,6,11,,,,,,,,,,,,,298,20,,,33,26,,,,,,,5,5,,,,,,,,,,,,,40,53,,,,,,,,,,,,,426,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,10,,,,,215,10,,,,,,,,,,,,,46,10,,,,,,,15,29,,,,,20,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,28
29351,16223,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,100,18,,,,,,,3100,7,,,,,,,,,,,2766,44,,,215,50,91,3,,,,,76,29,,,,,366,42,,,,,,,,,,,,,,,,,,,,,,,495,7,,,,,,,,,,,40,28,23,6,,,,,,,,,,,,,,,,,121,51,,,,,,,,,,,,,15,62,,,,,,,,,,,,,,,,,113,2,67,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,35,,,,,,,,,,,,,,,,,,,,,,,,,575,8,,,,,,,,,,,,,6896,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,45,,,,,,,,,,,,,,,,,,,,,,,,,,,596,1,,,,,,,,,316,8,,,,,,,,,,,,,,,,,,,,,,,77,52
320,15152,18,,,,,,,,,,,86,14,,,,,,,16,4,,,,,,,,,,,,,7,1,,,73,9,,,,,,,,,16,2,,,,,45,8,,,,,,,83,19,,,7,6,45,20,1483,18,,,,,,,122,6,,,5833,20,10,5,1155,18,16,12,,,53,15,190,9,,,,,1523,7,,,,,4,6,8,3,,,,,9,2,,,21,3,,,,,155,17,85,5,,,,,,,,,227,6,,,,,,,217,8,,,,,,,8,9,215,39,269,33,,,,,7,4,,,,,10,3,35,26,,,,,,,6,8,,,,,,,,,33,9,15,10,,,,,,,,,5,7,,,,,75,5,,,,,,,,,,,,,503,11,20,3,50,16,,,,,,,4,8,,,,,,,,,,,,,534,10,,,,,279,18,,,,,67,8,837,16,,,,,,,,,,,,,4,3,,,,,,,85,7,79,4,,,,,21,14,,,,,62,33,,,,,17,4,,,,,,,37,12,,,,,,,36,20,,,15,1,26,28,,,,,,,,,39,17,,,,,,,,,,,4,8,,,,,,,,,,,266,24
2136,14206,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,7,,,,,,,,,,,,,,,,,,,,,,,247,6,,,,,,,3724,2,,,,,,,,,,,5396,21,8,10,307,40,,,,,931,4,,,,,,,363,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,8,,,,,165,10,5,9,,,,,,,,,,,,,,,305,29,,,,,,,,,,,,,,,16,58,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,,,,,,,,,,,,,,,,,,,,728,7,,,,,,,,,,,,,,,,,,,,,,,,,988,6,,,,,,,,,,,,,66,76,,,,,,,,,,,,,,,,,15,7,,,131,2,,,,,10,3,104,5,9,3,,,255,8,,,,,,,,,,,,,,,,,,,,,142,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,53
181,12494,20,16,4,,,,,,,,,128,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,26,,,,,,,,,,,,,83,10,1373,19,,,,,,,,,,,6630,13,,,1108,19,,,6,6,,,52,34,,,,,785,20,,,,,,,,,,,,,,,,,,,,,,,220,13,,,,,120,7,,,,,62,20,,,,,,,,,,,,,,,,,166,46,179,42,,,,,,,,,,,,,,,,,,,,,9,3,,,,,,,,,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,26,,,44,20,,,,,,,,,,,,,,,,,,,,,128,28,,,,,158,26,,,,,,,431,21,,,,,,,,,,,,,,,,,122,2,,,,,,,,,2,5,,,,,,,158,15,,,,,,,,,,,,,14,15,,,,,,,51,16,,,,,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,31
5072,10788,21,,,,,,,,,,,204,8,,,,,,,,,,,,,,,,,,,,,,,,,58,10,,,,,220,2,,,,,,,,,8,45,,,,,,,,,,,,,126,9,394,60,,,,,,,,,,,7322,11,9,8,112,64,,,,,13,19,,,,,,,303,48,,,,,,,,,,,,,,,,,61,2,,,,,,,445,2,,,,,,,,,,,,,,,,,146,9,,,,,,,,,115,58,292,29,,,,,,,,,,,,,55,19,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,,55,2,,,216,2,92,4,,,,,,,,,,,,,58,60,9,8,138,7,,,,,,,,,,,,,,,,,,,,,,,,,,,35,46,,,,,,,66,77,,,,,,,,,,,,,,,,,,,38,2,,,,,,,,,,,,,,,25,61,,,,,74,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,59
3886,9841,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,4,,,,,,,,,,,,,,,18,27,,,,,,,165,10,,,,,64,13,2200,11,,,,,,,,,,,2355,55,3,35,378,35,16,13,6,9,77,13,137,20,,,,,478,33,,,,,9,4,,,,,,,,,,,,,,,,,30,49,,,,,,,,,,,349,2,,,,,,,,,,,,,,,,,710,12,334,26,,,,,,,,,,,,,51,20,,,,,,,,,8,2,,,5,17,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,37,5,17,89,9,,,,,,,,,,,,,,,,,,,,,219,21,,,,,1016,5,,,,,93,6,165,45,,,,,,,,,,,,,,,,,,,,,71,10,13,13,,,,,249,3,,,,,69,28,,,,,,,,,,,,,,,,,,,,,92,13,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,47
50381,9581,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,29,747,28,,,,,,,,,,,6761,12,,,505,32,,,,,19,17,139,18,,,,,166,72,,,,,,,,,,,,,,,,,,,,,,,148,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,16,75,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
