bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
27443,23334,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,32,,,,,,,97,23,,,16,4,92,13,676,50,,,,,,,128,8,,,583,149,14,4,505,33,24,11,,,,,119,24,,,,,491,43,,,,,,,,,,,,,,,,,,,,,,,53,34,,,,,89,13,,,,,,,,,,,,,,,,,,,,,,,452,29,2000,9,,,,,,,,,,,,,444,3,,,,,,,,,,,,,,,,,,,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,34,,,,,,,,,,,,,,,,,,,,,,,,,603,13,,,,,213,20,,,,,,,6910,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,3,,,,,,,,,,,,,119,12,,,,,,,,,253,8,,,,,,,,,,,,,,,,,,,,,,,8668,4
2425,23055,12,,,,,,,,,,,144,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,,,,,,44,18,,,,,,,256,11,,,,,166,5,2111,19,,,,,,,,,,,5914,24,6,16,1672,12,,,12,6,181,9,208,13,,,,,1849,12,,,,,14,3,,,,,,,,,,,,,,,,,134,14,,,,,,,,,,,269,10,16,7,,,,,,,,,,,,,,,1322,7,565,20,,,,,,,,,,,,,19,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,22,,,,,,,,,,,,,,,,,,,,,,,,,882,7,,,,,1068,4,,,,,301,3,4373,7,,,,,,,,,,,,,,,,,,,,,111,6,,,,,,,,,,,,,188,16,,,,,11,6,,,,,,,,,,,,,,,147,12,,,,,452,3,,,,,,,,,29,21,,,,,,,,,,,,,,,,,,,,,,,265,32
13,22892,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,7,,,,,,,183,18,,,10,6,58,19,2335,15,,,,,,,101,10,,,9217,11,5,20,2513,6,,,12,5,,,66,34,,,8,2,1048,20,,,,,,,,,,,,,4,4,,,,,,,,,870,3,,,,,,,,,,,194,13,,,4,1,,,,,,,,,,,,,511,24,1203,11,,,,,,,,,,,,,86,14,,,,,,,,,,,,,,,,,,,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,7,17,5,59,16,,,,,,,,,,,,,,,,,,,,,366,19,,,,,391,14,,,,,90,9,1096,17,,,,,,,,,,,,,,,,,,,,,37,14,69,7,,,,,136,9,,,,,190,14,,,,,,,,,,,,,,,,,,,,,63,22,,,,,27,28,,,,,,,,,52,16,,,,,,,,,,,,,,,,,,,,,,,906,17
320,21677,14,,,,,,,,,,,131,14,,,,,,,22,4,,,,,,,,,,,,,12,1,,,195,8,,,,,,,,,11,4,,,,,62,12,,,,,,,222,14,,,20,3,37,26,2140,17,,,,,,,425,4,,,6116,22,24,2,1687,11,30,9,10,7,62,14,309,8,,,,,3377,4,,,,,18,2,10,3,,,,,10,2,17,3,20,3,,,,,128,16,79,5,,,,,,,,,456,5,,,,,,,357,6,,,,,,,23,4,494,25,262,32,,,,,14,5,,,,,25,2,31,33,,,,,,,18,2,,,,,,,,,73,7,31,8,,,,,,,,,9,6,,,,,90,5,,,,,,,,,,,,,798,9,24,3,57,17,,,,,,,11,4,,,,,,,,,,,,,714,10,,,,,227,19,,,,,155,7,1543,14,,,,,,,,,,,,,10,3,,,,,,,203,3,135,4,,,,,43,14,,,,,81,28,,,,,19,5,,,,,,,26,16,,,,,14,4,48,23,,,18,1,42,21,,,,,,,,,68,15,,,,,,,,,,,11,4,,,,,,,,,,,373,29
29351,21538,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,,,,,,,10,58,,,,,,,162,20,,,,,,,2416,13,,,,,,,,,,,3048,44,,,174,58,104,3,,,,,75,32,,,,,421,47,,,,,,,,,,,,,,,,,,,,,,,281,9,,,,,,,,,,,61,26,47,5,,,,,,,,,,,,,,,,,90,59,,,,,,,,,,,,,16,66,,,,,,,,,,,,,,,,,227,2,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,35,,,,,,,,,,,,,,,,,,,,,,,,,837,8,,,,,,,,,,,,,9501,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,52,,,,,,,,,,,,,,,,,,,,,,,,,,,951,1,,,,,,,,,2423,3,,,,,,,,,,,,,,,,,,,,,,,368,30
2243,21249,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,12,,,,,,,,,,,,,,,24,30,,,,,,,,,,,,,,,4138,4,,,,,,,,,,,7172,18,,,,,,,,,,,15,85,,,,,1861,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,7,,,,,174,14,,,,,,,,,,,,,,,,,595,22,865,15,,,,,,,,,,,,,33,31,,,,,,,,,,,,,,,,,88,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,6,,,,,,,,,,,2,8,,,,,,,,,,,,,1508,4,,,,,613,9,,,,,47,10,1161,15,,,,,,,,,,,6,6,,,,,,,,,,,139,3,,,,,997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,26
178900,20896,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,49,,,,,,,80,25,,,,,,,2751,10,,,,,,,,,,,14837,7,,,,,,,,,,,,,,,,,883,25,,,,,,,,,,,,,,,,,,,,,,,408,6,,,,,,,,,,,58,27,,,,,,,,,,,,,,,,,458,27,364,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,29,,,,,,,,,,,,,,,,,,,,,,,,,164,31,,,,,,,,,,,,,561,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,20156,18,,,,,,,,,,,52,21,,,,,,,11,5,,,,,,,,,,,,,,,,,9,25,,,,,,,,,,,,,,,59,13,,,,,,,,,,,,,67,15,1502,25,,,,,,,,,,,10244,10,8,9,1193,19,,,4,18,106,13,183,16,,,,,2158,8,,,,,,,,,,,,,,,8,6,,,,,,,339,8,,,,,,,,,,,126,18,,,,,,,23,15,,,,,1,7,6,9,1280,9,,,,,,,,,,,,,,,235,7,,,,,,,,,,,,,,,,,,,23,10,,,,,,,3,4,,,,,,,4,11,,,,,,,,,,,,,558,14,,,44,21,,,,,,,1,9,,,,,,,,,,,,,47,55,,,,,,,,,,,,,974,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,12,,,,,195,13,,,,,,,,,,,,,79,8,,,,,,,17,32,,,,,19,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,25
2136,18861,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,5,,,,,,,,,,,,,,,,,,,,,,,421,4,,,,,,,4118,5,,,,,,,,,,,5924,23,4,29,270,45,,,,,1973,4,,,,,,,580,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,6,,,,,281,9,5,11,,,,,,,,,,,,,,,454,28,,,,,,,,,,,,,,,28,36,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,,,,,,,,,,,,,,,,,,,,,975,5,,,,,,,,,,,,,,,,,,,,,,,,,1340,5,,,,,,,,,,,,,74,79,,,,,,,,,,,,,,,,,25,7,,,273,2,,,,,13,3,350,4,9,3,,,482,4,,,,,,,,,,,,,,,,,,,,,493,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,56
181,16653,20,16,4,,,,,,,,,181,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,20,,,,,,,,,,,,,113,11,1933,20,,,,,,,,,,,8518,13,,,1256,18,,,8,10,,,84,30,,,,,1048,21,,,,,,,,,,,,,,,,,,,,,,,193,11,,,,,382,5,,,,,83,22,,,,,,,,,,,,,,,,,252,44,160,46,,,,,,,,,,,,,,,,,,,,,14,4,,,,,,,,,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,20,,,49,18,,,,,,,,,,,,,,,,,,,,,138,33,,,,,126,27,,,,,,,663,24,,,,,,,,,,,,,,,,,405,2,,,,,,,,,3,5,,,,,,,223,10,,,,,,,,,,,,,34,15,,,,,,,41,24,,,,,34,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,31
25821,13920,21,,,,,,,,,,,324,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,18,,,,,,,,,,,998,105,6,19,933,23,,,,,,,,,,,,,4160,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3372,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,9,,,,,,,,,,,,,,,,,,,,,,,505,24
3886,13359,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,4,,,,,,,,,,,,,,,16,40,,,,,,,255,12,,,,,72,14,3185,7,,,,,,,,,,,2795,49,5,22,501,34,10,15,4,20,130,10,171,18,,,,,734,29,,,,,6,6,,,,,,,,,,,,,,,,,40,39,,,,,,,,,,,870,2,,,,,,,,,,,,,,,,,1023,12,234,39,,,,,,,,,,,,,77,15,,,,,,,,,27,2,,,7,11,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,46,9,13,112,8,,,,,,,,,,,,,,,,,,,,,335,24,,,,,473,11,,,,,232,5,262,45,,,,,,,,,,,,,,,,,,,,,91,9,22,14,,,,,597,3,,,,,109,22,,,,,,,,,,,,,,,,,,,,,325,9,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,49
5072,13113,23,,,,,,,,,,,921,5,,,,,,,,,,,,,,,,,,,,,,,,,35,14,,,,,152,2,,,,,,,,,5,79,,,,,,,,,,,,,146,7,912,33,,,,,,,,,,,8156,14,2,45,110,70,,,,,41,16,,,,,,,446,46,,,,,,,,,,,,,,,,,35,2,,,,,,,543,2,,,,,,,,,,,,,,,,,151,10,,,,,,,,,124,71,335,27,,,,,,,,,,,,,17,62,,,,,,,,,,,,,,,,,,,,,,,,,37,1,,,37,3,,,259,2,49,8,,,,,,,,,,,,,61,65,11,9,171,6,,,,,,,,,,,,,,,,,,,,,,,,,,,41,48,,,,,,,97,69,,,,,,,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,,26,56,,,,,79,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,61
