bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
811,24620,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6,,,,,,,20,53,,,,,,,2882,15,,,,,,,,,,,9180,16,3,35,1664,17,,,,,,,492,7,,,,,2183,8,,,,,,,,,,,,,,,12,5,,,,,,,593,5,,,,,,,,,,,291,13,,,,,,,,,,,,,,,,,313,55,368,25,,,,,,,,,,,,,215,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278,5,,,26,29,,,,,,,,,,,,,,,,,,,,,522,22,,,,,574,13,,,,,459,2,437,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2945,4
320,24256,12,,,,,,,,,,,113,14,,,,,,,9,6,,,,,,,,,,,,,2,1,,,286,6,,,,,,,,,14,3,,,,,61,16,,,,,,,143,19,,,5,6,57,21,2572,19,,,,,,,445,5,,,7065,22,14,3,2109,10,90,5,,,71,14,507,6,,,,,2777,5,,,,,5,5,8,2,,,,,5,2,16,2,19,3,,,,,144,16,71,5,,,,,,,,,612,4,,,,,,,319,7,,,,,,,13,6,917,25,252,37,,,,,4,6,,,,,15,3,44,24,,,,,,,8,6,,,,,,,,,46,10,22,12,,,,,,,,,8,6,,,,,88,5,,,,,,,,,,,,,1180,7,21,5,72,19,,,,,,,5,5,,,,,,,,,,,,,785,11,,,,,487,16,,,,,271,5,1268,16,,,,,,,,,,,,,4,3,,,,,,,136,7,213,3,,,,,36,14,,,,,125,31,,,,,12,6,,,,,,,23,13,,,,,1,5,85,17,,,6,1,61,20,,,,,,,,,99,13,,,,,,,,,,,5,9,,,,,,,,,,,405,23
178900,23949,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,14,,,,,,,109,24,,,,,,,2985,14,,,,,,,,,,,16516,6,,,,,,,,,,,,,,,,,1690,11,,,,,,,,,,,,,,,,,,,,,,,330,7,,,,,,,,,,,76,26,,,,,,,,,,,,,,,,,770,32,121,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,34,,,,,,,,,,,,,,,,,,,,,,,,,204,32,,,,,,,,,,,,,671,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,23618,14,7,5,11,3,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,47,15,,,,,,,,,7,5,,,,,46,21,,,,,,,1110,2,,,,,110,12,1801,31,,,,,,,,,,,10569,11,4,30,1208,22,10,15,6,9,11,22,176,24,,,,,1116,25,,,,,,,,,,,,,,,,,,,,,,,139,18,,,,,27,15,,,,,83,25,,,,,,,35,12,,,,,,,,,1141,20,1705,8,,,,,,,,,,,,,57,17,,,,,,,13,4,,,,,,,,,14,13,,,,,,,,,,,,,,,,,3,10,,,,,,,,,,,,,314,28,8,9,92,14,,,,,,,,,,,,,,,,,,,,,361,25,,,,,987,8,,,,,,,1124,18,,,,,,,,,,,,,,,,,,,,,,,17,14,,,,,26,15,,,,,213,18,,,,,,,,,,,,,64,9,,,,,,,73,20,,,,,98,15,,,,,,,,,38,17,,,,,,,,,,,,,,,,,,,,,,,740,14
2425,23406,15,,,,,,,,,,,132,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,77,13,,,,,,,258,12,,,,,108,13,2033,24,,,,,,,,,,,5948,27,7,15,1886,13,,,7,7,189,10,270,18,,,,,1573,14,,,,,5,6,,,,,,,,,,,,,,,,,184,11,,,,,,,,,,,257,14,9,8,,,,,,,,,,,,,,,1556,13,657,20,,,,,,,,,,,,,8,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,25,,,,,,,,,,,,,,,,,,,,,,,,,1027,8,,,,,1094,7,,,,,300,4,4335,6,,,,,,,,,,,,,,,,,,,,,88,10,,,,,,,,,,,,,291,14,,,,,2,8,,,,,,,,,,,,,,,43,26,,,,,489,3,,,,,,,,,32,19,,,,,,,,,,,,,,,,,,,,,,,209,33
181,21925,16,16,4,,,,,,,,,271,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,15,,,,,,,,,,,,,125,9,3152,12,,,,,,,,,,,9558,14,,,2071,11,,,3,15,,,137,28,,,,,1760,10,,,,,,,,,,,,,,,,,,,,,,,128,21,,,,,604,3,,,,,162,19,,,,,,,,,,,,,,,,,476,45,186,42,,,,,,,,,,,,,,,,,,,,,3,8,,,,,,,,,51,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,19,,,51,23,,,,,,,,,,,,,,,,,,,,,309,27,,,,,245,23,,,,,,,746,24,,,,,,,,,,,,,,,,,614,2,,,,,,,,,1,5,,,,,,,321,13,,,,,,,,,,,,,11,19,,,,,,,61,22,,,,,59,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,36
2243,21424,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,10,,,,,,,,,,,,,,,17,40,,,,,,,,,,,,,,,4049,4,,,,,,,,,,,7533,20,,,,,,,,,,,12,104,,,,,1457,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,7,,,,,190,16,,,,,,,,,,,,,,,,,903,26,758,17,,,,,,,,,,,,,17,53,,,,,,,,,,,,,,,,,88,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,6,,,,,,,,,,,2,8,,,,,,,,,,,,,1655,4,,,,,669,10,,,,,53,10,945,20,,,,,,,,,,,5,5,,,,,,,,,,,206,4,,,,,1054,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,31
2136,20892,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,5,,,,,,,,,,,,,,,,,,,,,,,418,5,,,,,,,3502,7,,,,,,,,,,,6969,23,5,25,283,51,,,,,2305,4,,,,,,,581,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,5,,,,,370,9,16,6,,,,,,,,,,,,,,,803,30,,,,,,,,,,,,,,,20,49,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3,,,,,,,,,,,,,,,,,,,,,1106,9,,,,,,,,,,,,,,,,,,,,,,,,,1549,5,,,,,,,,,,,,,88,77,,,,,,,,,,,,,,,,,33,6,,,423,2,,,,,10,3,423,4,4,3,,,332,12,,,,,,,,,,,,,,,,,,,,,683,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,55
39856,18198,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,7,,,,,,,,,,,,,,,147,4,,,,,,,138,20,,,,,13,49,1914,27,,,,,,,,,,,3735,40,,,3710,4,,,,,,,76,40,,,,,986,27,,,,,,,,,,,,,,,,,,,,,,,155,14,,,,,,,,,,,96,23,,,,,,,,,,,,,,,,,4754,3,,,,,,,,,,,,,,,31,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,33,,,,,,,,,,,,,,,,,,,,,308,28,,,,,530,14,,,,,,,1043,19,,,,,,,,,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,35
18011,18070,20,5,7,,,,,,,,,94,17,,,,,,,,,,,,,,,,,,,,,,,19,3,,,,,,,72,3,,,,,,,,,47,20,,,,,,,111,23,,,,,,,540,84,,,,,,,,,,,9947,13,5,28,1988,12,9,16,3,18,,,26,70,,,,,444,56,,,,,,,,,,,,,,,,,,,,,,,112,23,57,6,,,18,16,,,,,39,39,,,,,,,43,11,,,,,,,,,189,77,952,13,,,,,,,,,,,,,39,31,,,,,,,,,9,4,,,4,3,,,,,,,4,2,,,,,,,14,5,,,,,10,9,,,,,,,,,,,,,155,47,8,11,9,44,,,,,,,,,,,,,,,,,,,,,262,30,,,,,518,15,,,,,,,1622,14,,,,,,,,,,,,,,,,,14,8,13,4,40,14,,,,,,,,,,,,,87,37,,,,,34,4,,,,,,,,,,,,,,,81,18,,,,,56,22,,,8,2,,,,,117,11,,,,,,,,,,,1,11,,,,,,,,,,,245,28
29351,17307,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,174,18,,,,,,,2132,22,,,,,,,,,,,2958,52,,,183,62,109,3,,,,,84,38,,,,,348,65,,,,,,,,,,,,,,,,,,,,,,,275,8,,,,,,,,,,,62,28,28,5,,,,,,,,,,,,,,,,,113,60,,,,,,,,,,,,,14,67,,,,,,,,,,,,,,,,,224,2,115,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,42,,,,,,,,,,,,,,,,,,,,,,,,,825,10,,,,,,,,,,,,,8198,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,54,,,,,,,,,,,,,,,,,,,,,,,,,,,777,2,,,,,,,,,347,7,,,,,,,,,,,,,,,,,,,,,,,100,50
27443,17043,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,50,,,,,,,97,25,,,7,4,54,23,1188,48,,,,,,,55,13,,,638,167,9,7,623,31,20,12,,,,,132,31,,,,,559,45,,,,,,,,,,,,,,,,,,,,,,,44,41,,,,,86,12,,,,,,,,,,,,,,,,,,,,,,,772,31,2062,7,,,,,,,,,,,,,424,3,,,,,,,,,,,,,,,,,,,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,32,,,,,,,,,,,,,,,,,,,,,,,,,537,19,,,,,224,24,,,,,,,5250,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,2,,,,,,,,,,,,,47,24,,,,,,,,,278,8,,,,,,,,,,,,,,,,,,,,,,,3035,3
3886,16545,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,3,,,,,,,,,,,,,,,28,30,,,,,,,269,9,,,,,71,19,3428,8,,,,,,,,,,,3210,48,5,26,442,41,23,10,7,8,178,11,280,16,,,,,699,37,,,,,6,4,,,,,,,,,,,,,,,,,56,34,,,,,,,,,,,903,2,,,,,,,,,,,,,,,,,1958,10,172,43,,,,,,,,,,,,,43,28,,,,,,,,,25,2,,,,,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,40,5,16,90,15,,,,,,,,,,,,,,,,,,,,,460,23,,,,,1106,6,,,,,455,3,389,38,,,,,,,,,,,,,,,,,,,,,145,4,25,12,,,,,723,3,,,,,95,35,,,,,,,,,,,,,,,,,,,,,404,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,57
