bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
5072,12777,24,,,,,,,,,,,336,9,,,,,,,,,,,,,,,,,,,,,,,32,16,,,,,172,2,,,,,,,,,10,59,,,,,,,,,,,,,132,9,756,49,,,,,,,,,,,8503,16,3,42,169,61,,,,,26,18,,,,,,,590,43,,,,,,,,,,,,,,,,,45,2,,,,,,,386,2,,,,,,,,,,,,,,,,,128,10,,,,,,,,,204,65,395,24,,,,,,,,,,,,,16,49,,,,,,,,,,,,,,,,,,,,,,,,,17,2,,,33,2,,,147,2,53,7,,,,,,,,,,,,,71,65,12,7,121,10,,,,,,,,,,,,,,,,,,,,,,,,,,,42,47,,,,,,,140,58,,,,,,,,,,,,,,,,,,,45,2,,,,,,,,,,,,,,,23,60,,,,,72,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,52
18011,12741,25,5,7,,,,,,,,,76,20,,,,,,,,,,,,,,,,,,,,,13,4,,,,,,,56,3,,,,,,,,,40,19,,,,,,,92,25,,,,,,,523,67,,,,,,,,,,,6286,25,9,18,1269,20,15,14,11,6,,,29,54,,,,,454,49,,,,,,,,,,,,,,,,,,,,,,,102,26,153,3,,,30,15,,,,,41,35,,,,,,,27,14,,,,,,,,,189,68,727,17,,,,,,,,,15,3,,,58,18,,,,,,,,,2,4,,,4,22,,,,,,,12,2,,,,,,,29,3,,,,,12,9,,,,,,,,,,,,,113,56,3,18,23,30,,,,,,,,,,,,,,,,,,,,,322,28,,,,,388,16,,,,,,,1026,20,,,,,,,,,,,,,,,,,4,9,13,4,33,14,,,,,,,,,,,,,74,33,,,,,7,8,,,,,,,,,,,,,,,70,22,,,,,64,19,,,7,2,,,,,123,10,,,,,,,,,,,7,9,,,,,,,,,,,185,31
39856,12226,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,8,,,,,,,,,,,,,,,62,13,,,,,,,152,20,,,,,10,55,1006,37,,,,,,,,,,,2679,55,,,2339,11,,,,,,,65,37,,,,,1074,23,,,,,,,,,,,,,,,,,,,,,,,128,21,,,,,,,,,,,50,32,,,,,,,,,,,,,,,,,1969,7,,,,,,,,,,,,,,,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,43,,,,,,,,,,,,,,,,,,,,,245,30,,,,,457,14,,,,,,,1317,16,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,37
50381,12190,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,32,1597,28,,,,,,,,,,,8068,17,,,541,33,,,,,35,17,139,23,,,,,285,65,,,,,,,,,,,,,,,,,,,,,,,185,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,20,80,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,12089,28,,,,,,,,,,,280,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,74,,,,,,,,,,,4606,33,,,2818,9,,,,,,,41,45,,,,,738,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,11,,,,,,,,,585,28,2138,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,,,,,,,,,,,,,,,,,,,,,202,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,11713,29,,,,,,,,,,,284,10,,,5,2,,,,,,,,,,,,,,,,,,,57,11,,,,,43,4,,,,,,,,,7,67,,,,,,,,,,,,,,,432,71,,,,,,,,,,,5868,26,,,1555,18,,,,,438,7,27,58,,,,,236,75,,,,,,,,,,,,,,,,,14,4,,,,,743,6,149,4,,,,,,,,,,,,,,,,,240,8,,,,,,,,,232,52,179,47,,,,,,,,,,,,,20,45,,,,,,,,,,,,,5,12,,,,,52,6,,,,,,,,,10,6,,,32,3,,,,,,,,,,,,,,,174,39,5,13,34,26,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,10,,,,,32,55,,,,,71,3,,,39,2,,,410,5,,,,,,,,,,,,,82,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,46
2952,11370,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,10,,,,,,,,,,,,,130,10,1612,27,,,,,,,,,,,4974,29,5,32,997,26,,,4,18,,,263,12,,,,,1196,18,,,,,,,,,,,,,,,,,,,,,,,16,53,,,,,,,,,,,,,,,,,,,13,18,,,,,,,8,9,789,21,40,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,29,,,69,17,,,,,,,,,,,,,,,,,,,,,,,,,,,103,36,,,,,,,485,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,11350,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,22,,,,,,,149,21,,,,,,,977,39,,,,,,,92,10,,,6298,24,,,341,41,,,5,16,193,9,79,34,,,,,948,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,27,,,,,,,,,,,,,,,,,469,32,349,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,27,,,73,15,,,,,,,,,,,,,,,,,,,,,574,16,,,,,112,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,16,,,,,,,21,17,,,,,109,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,42
2719,10639,32,,,,,,,,,,,99,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,95,,,,,,,26,42,,,,,26,34,834,46,,,,,,,,,,,6815,22,9,16,339,42,8,18,,,,,61,38,,,,,855,30,,,,,,,,,,,,,,,,,,,,,,,125,23,,,,,,,,,,,57,28,,,,,,,,,,,,,,,,,368,41,,,,,,,,,,,,,,,30,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,41,,,,,,,,,,,,,,,,,,,,,,,,,70,48,,,,,,,,,,,,,394,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,37,,,,,,,,,,,,,,,,,,,,,,,,,,,39,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,26
2386,10142,33,,,,,,,,,,,54,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,27,,,,,,,47,31,,,,,25,36,354,85,,,,,,,,,,,3583,44,6,25,2918,7,,,,,,,110,28,,,,,842,31,,,,,,,,,,,,,,,,,,,,,,,100,28,,,,,,,,,,,63,25,8,10,,,,,,,,,,,,,,,333,45,,,,,,,,,,,,,,,51,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,191,7,,,,,,,,,,,,,,,,,,,,,215,31,,,,,153,30,,,,,,,190,53,,,,,,,,,,,,,,,,,,,,,17,20,,,,,,,,,,,,,102,30,,,,,,,,,,,,,35,14,,,,,,,,,,,,,20,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,689,13
4192,9935,34,,,,,,,,,,,,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,28,,,,,,,40,34,,,,,41,26,1570,29,,,,,,,13,17,,,4882,30,,,235,55,,,,,,,42,44,,,,,322,61,,,,,,,,,,,,,,,6,8,,,,,,,33,48,,,,,,,,,,,39,37,,,,,,,,,,,,,,,,,388,39,369,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,38,,,,,,,,,,,,,,,,,,,,,,,,,151,36,,,,,,,,,,,,,1434,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,44,,,,,,,,,,,,,,,,,,,,,,,,,,,43,24,,,,,,,,,,,,,,,,,,,,,1,12,,,,,,,,,,,58,70
2398,9858,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,27,427,73,,,,,,,,,,,7539,18,5,31,203,57,,,,,,,17,71,,,,,885,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,86,180,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,61,,,,,,,,,,,,,,,,,,,,,,,,,68,51,,,,,,,,,,,,,237,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,64,,,,,,,,,,,,,,,,,,,,,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6819,9260,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,25,5046,4,,,,,,,,,,,1965,66,10,11,131,74,,,,,,,20,66,,,,,297,63,,,,,,,,,,,,,,,,,,,,,,,38,45,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,200,67,137,51,,,,,,,,,,,,,9,74,,,,,,,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,143,49,,,18,32,,,,,,,,,,,,,,,,,,,,,704,13,,,,,30,57,,,,,,,165,55,,,,,,,,,,,,,,,,,,,,,27,15,,,,,,,,,,,,,103,29,,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,58
2399,9096,37,,,,,,,,,,,82,19,,,,,,,,,,,20,5,,,,,,,,,,,25,17,,,,,,,,,3,9,,,,,43,17,,,,,,,68,27,,,,,,,461,70,,,,,,,32,14,,,4300,36,10,10,1190,21,,,,,20,20,35,49,,,,,362,56,,,,,,,,,,,,,,,,,,,,,,,86,33,,,,,,,,,,,76,22,,,,,,,,,,,,,,,,,464,33,192,43,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,42,,,,,,,,,,,7,5,,,,,,,,,,,,,141,37,,,,,178,27,,,,,35,11,590,27,,,,,,,,,,,,,,,,,,,7,6,20,18,,,,,,,,,,,,,43,47,,,,,,,,,,,,,,,,,,,,,125,16,,,,,37,27,,,,,,,,,103,12,,,,,,,,,,,,,,,,,,,,,,,164,36
9209,8824,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,43,,,,,,,,,,,,,50,24,875,45,,,,,,,,,,,4491,35,,,269,48,,,,,10,24,166,20,,,,,2,442,,,,,,,,,,,,,,,,,,,,,,,56,38,,,,,,,,,,,42,34,,,,,,,,,,,,,,,,,787,22,129,54,,,,,,,,,,,,,27,35,,,,,,,,,,,,,,,,,,,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,16,3,16,69,18,,,,,,,,,,,,,,,,,,,,,342,27,,,,,,,,,,,,,507,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,12,,,,,,,,,,,,,9,18,,,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,
1258,8326,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,32,,,,,,,1311,32,,,,,,,,,,,6902,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,7958,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,50,,,,,,,,,,,,,,,791,48,,,,,,,,,,,4193,37,,,,,,,,,,,,,,,,,323,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904,10,,,,,,,,,,,,,73,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,7686,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,23,,,,,,,,,,,,,,,906,43,,,,,,,265,7,,,4544,34,,,703,29,,,,,,,,,,,,,184,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,7356,42,,,,,,,,,,,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,18,,,,,,,23,44,,,,,81,14,716,54,,,,,,,,,,,3875,41,3,41,398,38,,,6,10,95,13,18,70,,,,,603,42,,,,,,,,,,,,,,,,,,,,,,,150,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,77,,,,,,,,,,,,,,,19,46,,,,,,,,,,,,,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,11,,,23,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,64,,,,,,,,,,,,,,,,,,,,,6,31,,,,,,,,,,,,,52,39,,,,,,,,,,,,,,,,,,,,,,,,,,,14,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,54
2785,7311,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,2,,,,,,,,,,,,,18,41,324,87,,,,,,,,,,,733,141,6,27,2913,8,,,31,2,,,15,78,,,,,767,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,49,,,,,,,,,,,,,,,,,924,18,37,88,,,,,,,,,,,,,,,,,,,,,5,10,,,,,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209,6,,,,,,,,,,,,,,,,,,,,,7,1,,,50,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,48,81
30549,7225,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,81,,,,,,,67,28,,,,,7,69,664,56,,,,,,,,,,,4089,39,,,470,35,,,2,20,,,,,,,,,519,47,,,,,,,,,,,,,,,,,,,,,,,74,34,,,,,,,,,,,17,46,,,,,,,,,,,,,,,,,394,37,212,41,,,,,,,,,,,,,28,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,50,,,17,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,42,,,,,,,,,,,,,,,,,,,,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,48
188834,6965,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353,31,,,,,,,,,,,4691,32,,,,,,,,,,,,,,,,,626,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11733,6638,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,133,,,,,,,,,17,2,1714,73,,,,,,,,,,,,,,,,,340,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,3,,,,,22,42,,,,,,,,,,,,,,,,,3297,4,89,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,115,5,,,,,73,12,,,,,5,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36218,6580,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,52,,,,,,,50,30,,,,,7,70,1545,30,,,,,,,,,,,3058,51,,,66,95,,,,,,,56,39,,,,,326,59,,,,,,,,,,,,,,,,,,,,,,,42,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,96,852,15,,,,,,,,,,,,,36,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,46,,,37,25,,,,,,,,,,,,,,,,,,,,,77,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,41
13713,6577,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,51,,,,,,,,,,,,,65,20,1047,36,,,,,,,,,,,1572,80,,,390,39,,,6,14,,,110,29,,,,,1263,17,,,,,,,,,,,,,,,,,,,,,,,122,24,,,,,,,,,,,65,24,,,,,,,,,,,,,7,3,,,491,31,186,44,,,,,,,,,,,,,15,55,,,,,,,,,,,,,,,,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,43,,,,,,,,,,,,,,,,,,,,,,,,,167,35,,,,,274,18,,,,,,,211,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,41,,,,,,,,,,,,,,,,,,,,,83,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,25
2381,5945,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,25,,,,,,,,,,,,,,,57,316,,,,,,,,,,,5012,28,,,584,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,5806,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,49,,,,,,,,,,,,,,,,,,,,,,,,,,,3105,48,,,1092,23,,,,,,,,,,,,,1022,25,,,,,,,,,,,,,,,,,,,,,,,52,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,5452,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,234,,,,,,,,,,,5276,27,,,86,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34848,5356,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,77,612,59,,,,,,,,,,,3661,42,2,52,272,47,,,,,,,8,113,,,,,238,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,66,117,57,,,,,,,,,,,,,23,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,19,,,,,,,,,,,,,,,,,,,,,,,79,60
1269,5175,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809,25,,,,,,,,,,,2055,64,,,,,,,,,,,670,5,,,,,118,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
