bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2162,26492,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,17,36,,,,,,,158,21,,,,,41,26,1662,25,,,,,,,,,,,12278,8,,,1036,23,,,,,,,114,28,,,,,1176,18,,,,,7,4,,,,,,,,,,,,,,,,,21,49,,,,,,,,,,,113,19,,,,,,,18,18,,,,,,,11,11,681,21,261,30,,,,,,,9,4,,,,,62,18,,,,,,,,,,,,,,,,,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,63,9,8,,,,,,,,,,,,,,,,,,,,,,,534,16,,,,,239,19,,,,,21,13,5843,4,,,,,,,,,,,,,,,,,5,9,,,,,8,16,,,,,20,16,,,,,130,20,,,,,,,,,,,,,,,,,,,,,76,20,,,,,176,9,,,,,,,,,116,11,,,,,,,,,,,,,,,,,,,,,,,1562,8
2243,24330,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,13,,,,,,,,,,,,,,,22,29,,,,,,,,,,,,,,,5097,2,,,,,,,,,,,8017,17,,,,,,,,,,,10,108,,,,,1967,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,7,,,,,185,15,,,,,,,,,,,,,,,,,788,19,886,14,,,,,,,,,,,,,23,40,,,,,,,,,,,,,,,,,84,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411,5,,,,,,,,,,,5,7,,,,,,,,,,,,,1722,4,,,,,750,8,,,,,38,10,1177,19,,,,,,,,,,,7,6,,,,,,,,,,,164,3,,,,,895,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,14
2425,23884,13,,,,,,,,,,,124,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,40,21,,,,,,,345,9,,,,,174,6,2446,18,,,,,,,,,,,6110,24,8,16,1634,13,,,7,9,200,9,292,8,,,,,1673,12,,,,,3,6,,,,,,,,,,,,,,,,,223,10,,,,,,,,,,,313,9,19,8,,,,,,,,,,,,,,,1330,9,641,19,,,,,,,,,,,,,22,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,23,,,,,,,,,,,,,,,,,,,,,,,,,909,9,,,,,888,5,,,,,322,3,4506,6,,,,,,,,,,,,,,,,,,,,,137,6,,,,,,,,,,,,,171,17,,,,,7,7,,,,,,,,,,,,,,,213,11,,,,,496,3,,,,,,,,,19,20,,,,,,,,,,,,,,,,,,,,,,,200,29
320,23209,14,,,,,,,,,,,156,14,,,,,,,30,3,,,,,,,,,,,,,10,1,,,270,6,,,,,,,,,18,3,,,,,105,3,,,,,,,211,16,,,13,5,49,23,2431,19,,,,,,,319,6,,,6712,22,33,2,1763,11,47,8,23,3,91,13,284,10,,,,,3447,3,,,,,28,2,14,2,,,,,15,2,19,2,19,4,,,,,144,16,60,5,,,,,,,,,549,4,,,,,,,232,8,,,,,,,15,8,444,31,257,32,,,,,11,4,,,,,27,2,40,24,,,,,,,18,3,,,,,,,,,59,8,39,8,,,,,,,,,16,5,,,,,74,5,,,,,,,,,,,,,947,10,25,4,67,16,,,,,,,10,5,,,,,,,,,,,,,690,12,,,,,328,15,,,,,196,7,1727,13,,,,,,,,,,,,,11,2,,,,,,,266,3,105,5,,,,,38,14,,,,,115,24,,,,,16,5,,,,,,,49,13,,,,,13,5,73,21,,,16,1,50,22,,,,,,,,,41,17,,,,,,,,,,,10,6,,,,,,,,,,,324,26
2136,22072,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,5,,,,,,,,,,,,,,,,,,,,,,,491,5,,,,,,,5051,3,,,,,,,,,,,7219,18,13,7,292,45,,,,,2009,4,,,,,,,600,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,6,,,,,413,7,23,6,,,,,,,,,,,,,,,598,25,,,,,,,,,,,,,,,15,55,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3,,,,,,,,,,,,,,,,,,,,,1166,6,,,,,,,,,,,,,,,,,,,,,,,,,1423,6,,,,,,,,,,,,,77,75,,,,,,,,,,,,,,,,,27,7,,,316,2,,,,,11,3,366,4,5,3,,,442,6,,,,,,,,,,,,,,,,,,,,,632,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,48
1294,21728,16,,,,,,,,,,,38,22,,,,,,,10,6,,,,,,,,,,,,,,,,,8,27,,,,,,,,,,,,,,,45,16,,,,,,,,,,,,,66,17,1947,24,,,,,,,,,,,10637,13,6,24,1424,16,,,6,12,93,12,182,17,,,,,2133,10,,,,,,,,,,,,,,,7,6,,,,,,,213,11,,,,,,,,,,,144,16,,,,,,,32,14,,,,,4,5,13,9,1820,6,,,,,,,,,,,,,,,165,7,,,,,,,,,,,,,,,,,,,31,11,,,,,,,4,4,,,,,,,7,10,,,,,,,,,,,,,498,20,,,53,21,,,,,,,2,9,,,,,,,,,,,,,65,48,,,,,,,,,,,,,1450,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,11,,,,,190,15,,,,,,,,,,,,,59,11,,,,,,,33,27,,,,,14,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,28
181,20944,17,10,4,,,,,,,,,200,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,14,,,,,,,,,,,,,118,10,2600,15,,,,,,,,,,,11422,10,,,1420,17,,,11,7,,,81,31,,,,,1158,19,,,,,,,,,,,,,,,,,,,,,,,204,12,,,,,503,4,,,,,76,23,,,,,,,,,,,,,,,,,285,43,113,54,,,,,,,,,,,,,,,,,,,,,6,8,,,,,,,,,45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,24,,,31,29,,,,,,,,,,,,,,,,,,,,,144,32,,,,,182,22,,,,,,,920,22,,,,,,,,,,,,,,,,,465,2,,,,,,,,,2,5,,,,,,,213,12,,,,,,,,,,,,,15,17,,,,,,,64,22,,,,,54,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,31
29351,20295,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,,,,,,,,,51,12,,,,,,,189,17,,,,,,,2681,14,,,,,,,,,,,3009,48,,,226,51,128,2,,,,,119,27,,,,,401,50,,,,,,,,,,,,,,,,,,,,,,,293,8,,,,,,,,,,,54,32,46,5,,,,,,,,,,,,,,,,,116,52,,,,,,,,,,,,,17,51,,,,,,,,,,,,,,,,,233,2,131,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,37,,,,,,,,,,,,,,,,,,,,,,,,,930,8,,,,,,,,,,,,,9615,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,45,,,,,,,,,,,,,,,,,,,,,,,,,,,878,1,,,,,,,,,773,5,,,,,,,,,,,,,,,,,,,,,,,130,41
178900,19447,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,42,,,,,,,79,28,,,,,,,3114,10,,,,,,,,,,,12953,7,,,,,,,,,,,,,,,,,1120,21,,,,,,,,,,,,,,,,,,,,,,,552,6,,,,,,,,,,,58,28,,,,,,,,,,,,,,,,,264,48,172,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,34,,,,,,,,,,,,,,,,,,,,,,,,,169,30,,,,,,,,,,,,,609,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27443,16075,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,15,,,,,,,111,24,,,29,2,70,14,861,39,,,,,,,429,5,,,557,157,26,3,523,36,49,7,,,,,135,25,,,,,412,48,,,,,,,,,,,,,,,,,,,,,,,76,31,,,,,69,13,,,,,,,,,,,,,,,,,,,,,,,531,29,2066,7,,,,,,,,,,,,,476,3,,,,,,,,,,,,,,,,,,,49,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,39,,,,,,,,,,,,,,,,,,,,,,,,,534,17,,,,,238,20,,,,,,,4323,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,3,,,,,,,,,,,,,70,14,,,,,,,,,257,9,,,,,,,,,,,,,,,,,,,,,,,3416,4
3886,15634,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,4,,,,,,,,,,,,,,,28,24,,,,,,,387,7,,,,,58,19,3985,7,,,,,,,,,,,3214,46,5,31,574,32,13,13,3,17,140,11,202,15,,,,,785,29,,,,,4,5,,,,,,,,,,,,,,,,,26,46,,,,,,,,,,,905,2,,,,,,,,,,,,,,,,,1220,10,274,27,,,,,,,,,,,,,24,39,,,,,,,,,25,2,,,4,12,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,40,8,10,89,14,,,,,,,,,,,,,,,,,,,,,344,23,,,,,564,11,,,,,317,4,269,44,,,,,,,,,,,,,,,,,,,,,122,7,18,15,,,,,610,3,,,,,191,14,,,,,,,,,,,,,,,,,,,,,500,7,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,52
2398,13586,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,29,420,72,,,,,,,,,,,11331,11,6,25,213,53,,,,,,,22,68,,,,,679,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,86,149,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,32,,,,,,,,,,,,,,,,,,,,,,,,,98,40,,,,,,,,,,,,,236,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,58,,,,,,,,,,,,,,,,,,,,,22,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25821,13172,23,,,,,,,,,,,397,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,23,,,,,,,,,,,918,118,10,13,998,24,,,,,,,,,,,,,3747,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2717,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,8,,,,,,,,,,,,,,,,,,,,,,,450,23
