bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
13,21112,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,6,,,,,,,235,12,,,7,5,63,17,2545,13,,,,,,,84,8,,,8483,10,6,17,1876,9,,,12,3,,,53,40,,,7,2,999,25,,,,,,,,,,,,,1,4,,,,,,,,,949,3,,,,,,,,,,,144,14,,,3,1,,,,,,,,,,,,,456,26,1080,11,,,,,,,,,,,,,56,13,,,,,,,,,,,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382,4,15,6,48,21,,,,,,,,,,,,,,,,,,,,,322,20,,,,,427,13,,,,,53,9,885,18,,,,,,,,,,,,,,,,,,,,,35,13,54,7,,,,,61,10,,,,,160,16,,,,,,,,,,,,,,,,,,,,,39,19,,,,,,,,,,,,,,,19,20,,,,,,,,,,,,,,,,,,,,,,,489,16
1294,20217,12,,,,,,,,,,,25,22,,,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,18,,,,,,,,,,,,,82,12,1727,21,,,,,,,,,,,11220,8,4,28,1022,22,,,7,7,87,13,244,9,,,,,2297,8,,,,,,,,,,,,,,,2,8,,,,,,,198,10,,,,,,,,,,,127,17,,,,,,,22,15,,,,,2,5,8,8,1161,8,,,,,,,,,,,,,,,138,6,,,,,,,,,,,,,,,,,,,12,11,,,,,,,4,4,,,,,,,6,11,,,,,,,,,,,,,594,15,,,26,29,,,,,,,3,7,,,,,,,,,,,,,58,43,,,,,,,,,,,,,547,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,9,,,,,255,9,,,,,,,,,,,,,30,12,,,,,,,29,25,,,,,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,36
320,19742,13,,,,,,,,,,,83,16,,,,,,,6,6,,,,,,,,,,,,,9,1,,,83,10,,,,,,,,,9,4,,,,,56,4,,,,,,,155,19,,,7,6,39,22,1928,18,,,,,,,152,6,,,6783,17,12,4,1875,10,27,10,,,58,14,278,6,,,,,2343,7,,,,,16,2,3,3,,,,,5,2,14,3,23,4,,,,,125,18,61,4,,,,,,,,,473,3,,,,,,,424,6,,,,,,,10,5,275,37,300,27,,,,,8,5,,,,,12,3,28,29,,,,,,,12,4,,,,,,,,,30,9,15,10,,,,,,,,,10,6,,,,,84,5,,,,,,,,,,,,,844,10,18,3,110,10,,,,,,,7,5,,,,,,,,,,,,,755,8,,,,,303,17,,,,,103,8,929,17,,,,,,,,,,,,,5,3,,,,,,,72,8,98,4,,,,,34,12,,,,,103,26,,,,,15,6,,,,,,,35,11,,,,,6,5,50,17,,,11,1,38,18,,,,,,,,,81,13,,,,,,,,,,,5,8,,,,,,,,,,,289,23
811,19548,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,8,,,,,,,16,46,,,,,,,2447,15,,,,,,,,,,,6337,20,6,18,1196,21,,,,,,,178,22,,,,,1966,9,,,,,,,,,,,,,,,4,7,,,,,,,815,4,,,,,,,,,,,173,12,,,,,,,,,,,,,,,,,125,71,254,29,,,,,,,,,,,,,112,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676,2,,,18,33,,,,,,,,,,,,,,,,,,,,,387,17,,,,,514,12,,,,,267,2,343,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2634,4
2243,19309,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,14,,,,,,,,,,,,,,,9,44,,,,,,,,,,,,,,,4209,5,,,,,,,,,,,6777,18,,,,,,,,,,,141,27,,,,,1266,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,10,,,,,157,13,,,,,,,,,,,,,,,,,507,24,773,14,,,,,,,,,,,,,15,47,,,,,,,,,,,,,,,,,52,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,6,,,,,,,,,,,3,8,,,,,,,,,,,,,1633,3,,,,,615,10,,,,,37,10,934,16,,,,,,,,,,,3,6,,,,,,,,,,,147,3,,,,,460,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,33
25821,18846,16,,,,,,,,,,,371,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297,4,,,,,,,,,,,1629,68,10,9,1544,14,,,,,,,,,,,,,5185,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2852,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,5,,,,,,,,,,,,,,,,,,,,,,,710,14
181,17012,17,8,5,,,,,,,,,92,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,17,,,,,,,,,,,,,104,9,2554,12,,,,,,,,,,,8235,11,,,1465,16,,,9,5,,,75,33,,,,,1443,13,,,,,,,,,,,,,,,,,,,,,,,156,13,,,,,192,5,,,,,95,22,,,,,,,,,,,,,,,,,176,55,115,53,,,,,,,,,,,,,,,,,,,,,4,10,,,,,,,,,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,19,,,53,17,,,,,,,,,,,,,,,,,,,,,160,28,,,,,186,26,,,,,,,573,22,,,,,,,,,,,,,,,,,216,2,,,,,,,,,,,,,,,,,215,12,,,,,,,,,,,,,20,13,,,,,,,69,15,,,,,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,29
29351,16113,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,134,20,,,,,,,2983,11,,,,,,,,,,,2765,46,,,210,52,119,3,,,,,96,29,,,,,321,54,,,,,,,,,,,,,,,,,,,,,,,264,8,,,,,,,,,,,42,28,24,5,,,,,,,,,,,,,,,,,96,58,,,,,,,,,,,,,14,52,,,,,,,,,,,,,,,,,126,2,78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,40,,,,,,,,,,,,,,,,,,,,,,,,,545,13,,,,,,,,,,,,,7052,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,52,,,,,,,,,,,,,,,,,,,,,,,,,,,646,1,,,,,,,,,323,6,,,,,,,,,,,,,,,,,,,,,,,77,53
2136,15630,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,6,,,,,,,,,,,,,,,,,,,,,,,463,4,,,,,,,3302,10,,,,,,,,,,,5498,24,5,25,278,43,,,,,1139,4,,,,,,,433,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,7,,,,,298,6,10,8,,,,,,,,,,,,,,,335,33,,,,,,,,,,,,,,,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,,,,,1107,8,,,,,,,,,,,,,,,,,,,,,,,,,1164,7,,,,,,,,,,,,,224,41,,,,,,,,,,,,,,,,,20,7,,,205,2,,,,,8,3,169,5,3,3,,,307,7,,,,,,,,,,,,,,,,,,,,,181,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,38
27443,14690,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,34,,,,,,,51,27,,,10,3,37,24,672,50,,,,,,,47,10,,,555,152,11,6,439,33,31,8,,,,,250,8,,,,,457,46,,,,,,,,,,,,,,,,,,,,,,,41,35,,,,,49,13,,,,,,,,,,,,,,,,,,,,,,,402,30,2356,5,,,,,,,,,,,,,269,3,,,,,,,,,,,,,,,,,,,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,35,,,,,,,,,,,,,,,,,,,,,,,,,331,19,,,,,213,23,,,,,,,4749,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,5,,,,,,,,,,,,,63,14,,,,,,,,,225,10,,,,,,,,,,,,,,,,,,,,,,,2860,3
3886,12067,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,3,,,,,,,,,,,,,,,18,25,,,,,,,216,14,,,,,46,20,3329,7,,,,,,,,,,,2484,52,7,14,366,35,15,13,7,9,117,10,206,14,,,,,624,36,,,,,8,5,,,,,,,,,,,,,,,,,47,33,,,,,,,,,,,654,2,,,,,,,,,,,,,,,,,832,14,236,32,,,,,,,,,,,,,24,34,,,,,,,,,14,2,,,3,13,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,41,5,13,93,13,,,,,,,,,,,,,,,,,,,,,302,22,,,,,778,7,,,,,204,4,199,46,,,,,,,,,,,,,,,,,,,,,83,7,22,12,,,,,362,3,,,,,90,28,,,,,,,,,,,,,,,,,,,,,155,10,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,50
50381,12023,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,23,1301,26,,,,,,,,,,,7357,15,,,489,31,,,,,31,17,194,18,,,,,219,78,,,,,,,,,,,,,,,,,,,,,,,132,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592,6,149,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,11987,23,,,,,,,,,,,493,6,,,,,,,,,,,,,,,,,,,,,,,,,17,19,,,,,151,2,,,,,,,,,9,45,,,,,,,,,,,,,100,10,656,53,,,,,,,,,,,7925,13,25,2,122,66,,,,,16,19,,,,,,,476,44,,,,,,,,,,,,,,,,,53,2,,,,,,,339,2,,,,,,,,,,,,,,,,,142,9,,,,,,,,,119,72,305,26,,,,,,,,,,,,,31,27,,,,,,,,,,,,,,,,,,,,,,,,,28,2,,,131,2,,,220,2,134,4,,,,,,,,,,,,,54,70,10,9,132,8,,,,,,,,,,,,,,,,,,,,,,,,,,,28,56,,,,,,,85,69,,,,,,,,,,,,,,,,,,,32,2,,,,,,,,,,,,,,,27,56,,,,,52,3,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,59
