bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
13,20171,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,12,,,,,,,150,16,,,1,11,54,20,1763,17,,,,,,,70,9,,,8757,11,4,28,1645,10,,,10,4,,,61,34,,,9,2,789,22,,,,,,,,,,,,,,,,,,,,,,,2346,3,,,,,,,,,,,99,19,,,3,1,,,,,,,,,,,,,334,31,1027,12,,,,,,,,,,,,,100,12,,,,,,,,,,,,,,,,,,,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,9,20,4,66,15,,,,,,,,,,,,,,,,,,,,,195,23,,,,,389,14,,,,,38,9,674,18,,,,,,,,,,,,,,,,,,,,,29,13,48,6,,,,,46,11,,,,,153,16,,,,,,,,,,,,,,,,,,,,,56,16,,,,,,,,,,,,,,,29,18,,,,,,,,,,,,,,,,,,,,,,,430,20
2425,20058,12,,,,,,,,,,,122,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,67,5,,,,,,,253,7,,,,,160,7,1430,20,,,,,,,,,,,6284,17,2,47,1884,7,,,7,7,139,8,231,8,,,,,1174,12,,,,,3,5,,,,,,,,,,,,,,,,,251,13,,,,,,,,,,,143,11,13,6,,,,,,,,,,,,,,,847,10,528,18,,,,,,,,,,,,,14,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,24,,,,,,,,,,,,,,,,,,,,,,,,,928,7,,,,,1235,4,,,,,147,3,3281,6,,,,,,,,,,,,,,,,,,,,,79,7,,,,,,,,,,,,,129,21,,,,,8,7,,,,,,,,,,,,,,,,,,,,,244,3,,,,,,,,,34,17,,,,,,,,,,,,,,,,,,,,,,,141,35
2243,19007,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,17,,,,,,,,,,,,,,,24,22,,,,,,,,,,,,,,,3792,4,,,,,,,,,,,6801,13,,,,,,,,,,,20,62,,,,,1683,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,102,17,,,,,,,,,,,,,,,,,502,22,1351,10,,,,,,,,,,,,,26,43,,,,,,,,,,,,,,,,,66,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898,4,,,,,,,,,,,8,3,,,,,,,,,,,,,1160,4,,,,,669,9,,,,,36,10,854,15,,,,,,,,,,,9,4,,,,,,,,,,,98,3,,,,,474,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,24
25821,18900,14,,,,,,,,,,,440,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4595,2,,,,,,,,,,,1999,61,13,7,1864,8,,,,,,,,,,,,,4532,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2283,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,3,,,,,,,,,,,,,,,,,,,,,,,659,13
1294,17289,15,,,,,,,,,,,44,21,,,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,2,,,,,,,,,,,,,55,19,1374,21,,,,,,,,,,,9584,10,3,36,895,23,,,4,15,76,13,175,12,,,,,1621,9,,,,,,,,,,,,,,,3,7,,,,,,,424,9,,,,,,,,,,,134,12,,,,,,,23,15,,,,,7,5,15,4,952,9,,,,,,,,,,,,,,,286,4,,,,,,,,,,,,,,,,,,,32,9,,,,,,,3,5,,,,,,,2,12,,,,,,,,,,,,,427,19,,,41,24,,,,,,,2,9,,,,,,,,,,,,,38,56,,,,,,,,,,,,,413,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,10,,,,,198,11,,,,,,,,,,,,,36,11,,,,,,,30,25,,,,,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,32
521,17137,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,34,507,53,,,,,,,,,,,15583,5,12,8,399,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,78,84,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,29
27443,16473,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,28,,,,,,,220,10,,,13,3,38,22,629,43,,,,,,,35,11,,,586,139,15,5,461,30,29,8,,,,,111,24,,,,,420,39,,,,,,,,,,,,,,,,,,,,,,,44,43,,,,,53,12,,,,,,,,,,,,,,,,,,,,,,,423,25,3996,2,,,,,,,,,,,,,317,2,,,,,,,,,,,,,,,,,,,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,32,,,,,,,,,,,,,,,,,,,,,,,,,256,21,,,,,251,20,,,,,,,4672,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818,1,,,,,,,,,,,,,69,13,,,,,,,,,260,7,,,,,,,,,,,,,,,,,,,,,,,2501,4
29351,16097,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,99,22,,,,,,,2957,7,,,,,,,,,,,2650,45,,,195,53,110,3,,,,,97,27,,,,,247,60,,,,,,,,,,,,,,,,,,,,,,,768,7,,,,,,,,,,,34,30,19,5,,,,,,,,,,,,,,,,,109,54,,,,,,,,,,,,,17,56,,,,,,,,,,,,,,,,,160,2,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,35,,,,,,,,,,,,,,,,,,,,,,,,,621,8,,,,,,,,,,,,,6715,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,43,,,,,,,,,,,,,,,,,,,,,,,,,,,657,1,,,,,,,,,242,8,,,,,,,,,,,,,,,,,,,,,,,92,47
320,15553,19,,,,,,,,,,,94,13,,,,,,,12,5,,,,,,,,,,,,,5,1,,,66,11,,,,,,,,,12,4,,,,,33,16,,,,,,,104,21,,,9,4,35,24,1511,19,,,,,,,106,6,,,5249,26,7,14,1200,14,27,9,,,63,15,243,7,,,,,1877,5,,,,,8,3,8,3,,,,,6,2,,,18,3,,,,,195,16,65,5,,,,,,,,,248,6,,,,,,,274,7,,,,,,,12,6,253,40,210,35,,,,,,,,,,,11,3,27,40,,,,,,,55,3,,,,,,,,,27,9,11,12,,,,,,,,,2,7,,,,,72,5,,,,,,,,,,,,,727,8,23,2,62,16,,,,,,,4,7,,,,,,,,,,,,,608,9,,,,,327,16,,,,,73,8,825,16,,,,,,,,,,,,,7,2,,,,,,,72,8,64,5,,,,,14,16,,,,,165,14,,,,,13,6,,,,,,,25,14,,,,,,,37,21,,,13,1,40,19,,,,,,,,,37,15,,,,,,,,,,,7,4,,,,,,,,,,,255,26
181,13554,20,13,4,,,,,,,,,97,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,21,,,,,,,,,,,,,83,11,1736,18,,,,,,,,,,,6743,15,,,1048,19,,,4,14,,,59,36,,,,,925,17,,,,,,,,,,,,,,,,,,,,,,,346,11,,,,,177,5,,,,,62,22,,,,,,,,,,,,,,,,,217,45,166,40,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,21,,,29,28,,,,,,,,,,,,,,,,,,,,,133,28,,,,,216,22,,,,,,,477,21,,,,,,,,,,,,,,,,,197,2,,,,,,,,,5,4,,,,,,,177,13,,,,,,,,,,,,,15,16,,,,,,,46,19,,,,,38,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,30
2136,12920,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,8,,,,,,,,,,,,,,,,,,,,,,,275,5,,,,,,,2794,8,,,,,,,,,,,4710,28,5,22,219,49,,,,,964,4,,,,,,,352,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,7,,,,,193,9,2,11,,,,,,,,,,,,,,,367,28,,,,,,,,,,,,,,,26,42,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,,,,,,,,,,,,,,,,,,,,834,6,,,,,,,,,,,,,,,,,,,,,,,,,989,6,,,,,,,,,,,,,48,84,,,,,,,,,,,,,,,,,10,7,,,186,2,,,,,7,3,142,4,3,3,,,244,8,,,,,,,,,,,,,,,,,,,,,179,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,46
3886,10716,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,4,,,,,,,,,,,,,,,24,24,,,,,,,197,12,,,,,46,21,2673,10,,,,,,,,,,,2383,53,3,40,407,33,8,15,5,12,127,10,121,22,,,,,466,36,,,,,11,2,,,,,,,,,,,,,,,,,34,47,,,,,,,,,,,455,2,,,,,,,,,,,,,,,,,845,11,275,28,,,,,,,,,,,,,52,20,,,,,,,,,15,2,,,5,15,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,38,4,14,99,12,,,,,,,,,,,,,,,,,,,,,276,19,,,,,888,6,,,,,124,6,172,45,,,,,,,,,,,,,,,,,,,,,89,5,11,15,,,,,284,3,,,,,83,27,,,,,,,,,,,,,,,,,,,,,108,12,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,64
5072,10256,23,,,,,,,,,,,224,8,,,,,,,,,,,,,,,,,,,,,,,,,112,9,,,,,217,2,,,,,,,,,12,35,,,,,,,,,,,,,101,9,551,51,,,,,,,,,,,6758,14,4,30,109,68,,,,,23,18,,,,,,,356,45,,,,,,,,,,,,,,,,,48,2,,,,,,,395,2,,,,,,,,,,,,,,,,,163,9,,,,,,,,,83,81,240,31,,,,,,,,,,,,,37,31,,,,,,,,,,,,,,,,,,,,,,,,,23,1,,,49,2,,,192,2,74,4,,,,,,,,,,,,,59,68,6,10,123,10,,,,,,,,,,,,,,,,,,,,,,,,,,,35,50,,,,,,,71,69,,,,,,,,,,,,,,,,,,,38,2,,,,,,,,,,,,,,,28,53,,,,,69,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,65
